"GEO_ID","NAME","P009001","P009002","P009003","P009004","P009005","P009006","P009007"
"id","Label for GEO_ID","Total races tallied","Total races tallied!!White alone or in combination with one or more other races","Total races tallied!!Black or African American alone or in combination with one or more other races","Total races tallied!!American Indian and Alaska Native alone or in combination with one or more other races","Total races tallied!!Asian alone or in combination with one or more other races","Total races tallied!!Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races","Total races tallied!!Some other race alone or in combination with one or more other races"
"0500000US31043","Dakota County, Nebraska","20806","16420","196","521","701","20","2948"
"0500000US31045","Dawes County, Nebraska","9208","8589","90","335","52","14","128"
"0500000US31047","Dawson County, Nebraska","24740","20386","105","264","189","6","3790"
"0500000US31049","Deuel County, Nebraska","2113","2056","1","15","12","0","29"
"0500000US31051","Dixon County, Nebraska","6392","6047","8","44","23","2","268"
"0500000US31053","Dodge County, Nebraska","36469","34903","206","215","255","60","830"
"0500000US31055","Douglas County, Nebraska","472403","382035","56825","5079","9583","571","18310"
"0500000US31057","Dundy County, Nebraska","2313","2241","4","33","11","2","22"
"0500000US31059","Fillmore County, Nebraska","6685","6525","22","65","6","1","66"
"0500000US31061","Franklin County, Nebraska","3586","3559","0","19","4","0","4"
"0500000US31063","Frontier County, Nebraska","3124","3068","4","22","14","0","16"
"0500000US31065","Furnas County, Nebraska","5365","5269","6","50","13","1","26"
"0500000US31067","Gage County, Nebraska","23213","22644","121","250","85","27","86"
"0500000US31069","Garden County, Nebraska","2303","2265","3","15","8","0","12"
"0500000US31071","Garfield County, Nebraska","1912","1889","2","11","1","1","8"
"0500000US31073","Gosper County, Nebraska","2152","2125","0","8","6","0","13"
"0500000US31075","Grant County, Nebraska","747","738","0","1","2","0","6"
"0500000US31077","Greeley County, Nebraska","2727","2671","22","9","2","0","23"
"0500000US31079","Hall County, Nebraska","54239","48060","288","315","693","94","4789"
"0500000US31081","Hamilton County, Nebraska","9457","9305","26","27","30","3","66"
"0500000US31083","Harlan County, Nebraska","3810","3767","8","14","5","1","15"
"0500000US31085","Hayes County, Nebraska","1074","1044","4","2","5","0","19"
"0500000US31087","Hitchcock County, Nebraska","3137","3086","7","27","4","0","13"
"0500000US31089","Holt County, Nebraska","11593","11457","12","53","26","6","39"
"0500000US31091","Hooker County, Nebraska","788","778","0","8","1","0","1"
"0500000US31093","Howard County, Nebraska","6588","6502","22","29","6","2","27"
"0500000US31095","Jefferson County, Nebraska","8368","8232","7","55","21","4","49"
"0500000US31097","Johnson County, Nebraska","4546","4224","7","40","153","1","121"
"0500000US31099","Kearney County, Nebraska","6924","6769","14","31","24","1","85"
"0500000US31101","Keith County, Nebraska","8946","8651","15","85","32","0","163"
"0500000US31103","Keya Paha County, Nebraska","987","981","0","4","0","0","2"
"0500000US31105","Kimball County, Nebraska","4146","4018","16","59","5","1","47"
"0500000US31107","Knox County, Nebraska","9433","8645","9","706","23","5","45"
"0500000US31109","Lancaster County, Nebraska","255286","229637","8731","2787","8161","286","5684"
"0500000US31111","Lincoln County, Nebraska","35069","33173","266","294","189","16","1131"
"0500000US31113","Logan County, Nebraska","776","765","1","10","0","0","0"
"0500000US31115","Loup County, Nebraska","714","706","0","3","1","0","4"
"0500000US31117","McPherson County, Nebraska","533","522","0","0","2","0","9"
"0500000US31119","Madison County, Nebraska","35606","32503","412","535","188","23","1945"
"0500000US31121","Merrick County, Nebraska","8244","8101","22","24","23","3","71"
"0500000US31123","Morrill County, Nebraska","5505","5161","9","54","12","0","269"
"0500000US31125","Nance County, Nebraska","4069","4003","1","31","4","0","30"
"0500000US31127","Nemaha County, Nebraska","7633","7441","37","53","56","4","42"
"0500000US31129","Nuckolls County, Nebraska","5073","5018","4","13","8","1","29"
"0500000US31131","Otoe County, Nebraska","15496","15099","52","89","56","5","195"
"0500000US31133","Pawnee County, Nebraska","3108","3071","1","16","10","0","10"
"0500000US31135","Perkins County, Nebraska","3214","3138","5","17","10","0","44"
"0500000US31137","Phelps County, Nebraska","9825","9591","30","46","52","11","95"
"0500000US31139","Pierce County, Nebraska","7894","7786","10","49","23","3","23"
"0500000US31141","Platte County, Nebraska","32039","30200","156","206","170","18","1289"
"0500000US31143","Polk County, Nebraska","5665","5600","5","25","18","0","17"
"0500000US31145","Red Willow County, Nebraska","11542","11254","36","88","26","5","133"
"0500000US31147","Richardson County, Nebraska","9676","9255","37","313","22","0","49"
"0500000US31149","Rock County, Nebraska","1761","1742","0","12","6","0","1"
"0500000US31151","Saline County, Nebraska","14010","13024","81","89","265","8","543"
"0500000US31153","Sarpy County, Nebraska","125446","111636","6202","1105","3324","250","2929"
"0500000US31155","Saunders County, Nebraska","19946","19634","39","118","64","6","85"
"0500000US31157","Scotts Bluff County, Nebraska","37570","32901","166","878","273","27","3325"
"0500000US31159","Seward County, Nebraska","16622","16290","71","90","74","14","83"
"0500000US31161","Sheridan County, Nebraska","6327","5580","20","665","21","1","40"
"0500000US31163","Sherman County, Nebraska","3340","3282","2","20","12","4","20"
"0500000US31165","Sioux County, Nebraska","1488","1453","0","7","5","0","23"
"0500000US31167","Stanton County, Nebraska","6512","6299","39","56","16","0","102"
"0500000US31169","Thayer County, Nebraska","6089","6010","9","33","10","2","25"
"0500000US31171","Thomas County, Nebraska","731","727","0","3","0","0","1"
"0500000US31173","Thurston County, Nebraska","7263","3354","28","3812","6","2","61"
"0500000US31175","Valley County, Nebraska","4668","4580","14","20","10","4","40"
"0500000US31177","Washington County, Nebraska","18905","18539","94","94","71","27","80"
"0500000US31179","Wayne County, Nebraska","9923","9595","114","56","55","7","96"
"0500000US31181","Webster County, Nebraska","4091","4013","8","29","23","8","10"
"0500000US31183","Wheeler County, Nebraska","887","879","0","2","0","0","6"
"0500000US31185","York County, Nebraska","14715","14230","168","98","87","14","118"
"0500000US32001","Churchill County, Nevada","24818","20893","462","1443","891","128","1001"
"0500000US32003","Clark County, Nevada","1438564","1032258","137477","20728","90268","12796","145037"
"0500000US32005","Douglas County, Nevada","42226","38732","210","1015","789","146","1334"
"0500000US32007","Elko County, Nevada","46613","38298","362","2847","454","100","4552"
"0500000US32009","Esmeralda County, Nevada","1019","843","1","81","0","2","92"
"0500000US32011","Eureka County, Nevada","1709","1531","9","68","14","1","86"
"0500000US32013","Humboldt County, Nevada","16635","13860","118","814","153","23","1667"
"0500000US32015","Lander County, Nevada","5937","5022","21","281","25","7","581"
"0500000US32017","Lincoln County, Nevada","4256","3884","86","109","24","9","144"
"0500000US32019","Lyon County, Nevada","35596","31527","332","1293","367","109","1968"
"0500000US32021","Mineral County, Nevada","5192","3858","268","838","52","6","170"
"0500000US32023","Nye County, Nevada","33567","30059","488","1096","391","160","1373"
"0500000US32027","Pershing County, Nevada","6940","5404","374","329","62","33","738"
"0500000US32029","Storey County, Nevada","3486","3239","15","95","48","12","77"
"0500000US32031","Washoe County, Nevada","351422","282610","8810","9070","17660","2525","30747"
"0500000US32033","White Pine County, Nevada","9387","8088","390","393","104","38","374"
"0500000US32510","Carson City, Nevada","53639","45760","1085","1722","1154","139","3779"
"0500000US33001","Belknap County, New Hampshire","56965","55538","245","479","422","30","251"
"0500000US33003","Carroll County, New Hampshire","44013","43208","125","319","219","13","129"
"0500000US33005","Cheshire County, New Hampshire","74533","72763","421","536","508","47","258"
"0500000US33007","Coos County, New Hampshire","33459","32783","77","267","178","7","147"
"0500000US33009","Grafton County, New Hampshire","82828","79227","650","701","1701","44","505"
"0500000US33011","Hillsborough County, New Hampshire","385891","361770","6234","2216","8791","296","6584"
"0500000US33013","Merrimack County, New Hampshire","137737","133572","1052","959","1484","68","602"
"0500000US33015","Rockingham County, New Hampshire","280050","270800","2209","1343","3830","169","1699"
"0500000US33017","Strafford County, New Hampshire","113589","109258","1041","715","1888","92","595"
"0500000US33019","Sullivan County, New Hampshire","40856","40008","164","350","198","11","125"
"0500000US34001","Atlantic County, New Jersey","259489","177178","47029","1937","14176","320","18849"
"0500000US34003","Bergen County, New Jersey","905222","708850","51466","3668","100009","671","40558"
"0500000US34005","Burlington County, New Jersey","433062","338536","68442","2808","13877","462","8937"
"0500000US34007","Camden County, New Jersey","519581","367528","96527","3364","21134","602","30426"
"0500000US34009","Cape May County, New Jersey","103596","94676","5739","500","862","82","1737"
"0500000US34011","Cumberland County, New Jersey","150940","99382","31470","2546","1815","224","15503"
"0500000US34013","Essex County, New Jersey","822318","368060","340505","5055","33066","1540","74092"
"0500000US34015","Gloucester County, New Jersey","258233","224481","24634","1296","4512","183","3127"
"0500000US34017","Hudson County, New Jersey","644674","364673","89768","5140","62549","1158","121386"
"0500000US34019","Hunterdon County, New Jersey","123299","115599","3052","472","2716","82","1378"
"0500000US34021","Mercer County, New Jersey","358822","245471","72561","1895","19128","679","19088"
"0500000US34023","Middlesex County, New Jersey","770712","527595","73720","4266","109778","935","54418"
"0500000US34025","Monmouth County, New Jersey","626290","527042","53458","2800","27022","561","15407"
"0500000US34027","Morris County, New Jersey","477865","416059","14733","1676","31965","433","12999"
"0500000US34029","Ocean County, New Jersey","517850","481142","17023","2216","7849","258","9362"
"0500000US34031","Passaic County, New Jersey","509525","319780","69183","3838","20810","809","95105"
"0500000US34033","Salem County, New Jersey","65295","52924","9996","556","474","35","1310"
"0500000US34035","Somerset County, New Jersey","303262","240297","23853","1107","26742","250","11013"
"0500000US34037","Sussex County, New Jersey","145897","139517","1870","604","2139","80","1687"
"0500000US34039","Union County, New Jersey","540283","354473","114444","2930","22206","659","45571"
"0500000US34041","Warren County, New Jersey","103774","97924","2277","430","1527","42","1574"
"0500000US35001","Bernalillo County, New Mexico","581388","414052","18905","28857","14076","1173","104325"
"0500000US35003","Catron County, New Mexico","3686","3227","18","132","32","4","273"
"0500000US35005","Chaves County, New Mexico","63409","45887","1426","1140","506","81","14369"
"0500000US35006","Cibola County, New Mexico","26464","10796","320","10697","138","29","4484"
"0500000US35007","Colfax County, New Mexico","14716","12046","61","351","63","10","2185"
"0500000US35009","Curry County, New Mexico","46832","33997","3541","826","1127","122","7219"
"0500000US35011","De Baca County, New Mexico","2291","1931","2","37","9","0","312"
"0500000US35013","Dona Ana County, New Mexico","181251","124039","3412","3879","1995","301","47625"
"0500000US35015","Eddy County, New Mexico","53071","40658","966","1004","324","73","10046"
"0500000US35017","Grant County, New Mexico","32007","24322","261","718","154","23","6529"
"0500000US35019","Guadalupe County, New Mexico","4863","2696","63","70","37","3","1994"
"0500000US35021","Harding County, New Mexico","840","707","3","25","0","0","105"
"0500000US35023","Hidalgo County, New Mexico","6105","5130","34","73","27","1","840"
"0500000US35025","Lea County, New Mexico","57377","38925","2647","919","287","51","14548"
"0500000US35027","Lincoln County, New Mexico","19914","16660","109","563","81","18","2483"
"0500000US35028","Los Alamos County, New Mexico","18767","16953","106","224","812","12","660"
"0500000US35029","Luna County, New Mexico","25811","19289","304","466","134","4","5614"
"0500000US35031","McKinley County, New Mexico","76791","13585","518","57126","477","64","5021"
"0500000US35033","Mora County, New Mexico","5326","3175","18","84","12","1","2036"
"0500000US35035","Otero County, New Mexico","64672","47911","2823","4136","1117","159","8526"
"0500000US35037","Quay County, New Mexico","10437","8574","102","216","102","24","1419"
"0500000US35039","Rio Arriba County, New Mexico","42582","24507","205","6039","119","76","11636"
"0500000US35041","Roosevelt County, New Mexico","18515","13788","352","320","153","17","3885"
"0500000US35043","Sandoval County, New Mexico","93216","61241","2011","15467","1333","205","12959"
"0500000US35045","San Juan County, New Mexico","117084","62862","810","43516","535","106","9255"
"0500000US35047","San Miguel County, New Mexico","31486","18103","323","831","249","60","11920"
"0500000US35049","Santa Fe County, New Mexico","134800","99726","1211","5333","1617","217","26696"
"0500000US35051","Sierra County, New Mexico","13638","11861","83","327","49","20","1298"
"0500000US35053","Socorro County, New Mexico","18899","12032","172","2201","285","22","4187"
"0500000US35055","Taos County, New Mexico","31236","20177","185","2291","193","57","8333"
"0500000US35057","Torrance County, New Mexico","17604","13125","330","577","100","32","3440"
"0500000US35059","Union County, New Mexico","4267","3441","3","74","21","6","722"
"0500000US35061","Valencia County, New Mexico","69309","46693","1088","2956","455","98","18019"
"0500000US36001","Albany County, New York","299989","248825","35098","1815","9281","219","4751"
"0500000US36003","Allegany County, New York","50389","48840","482","350","428","17","272"
"0500000US36005","Bronx County, New York","1413993","441048","510321","20324","48502","4315","389483"
"0500000US36007","Broome County, New York","203965","185895","7975","1211","6253","120","2511"
"0500000US36009","Cattaraugus County, New York","84850","80233","1185","2583","500","27","322"
"0500000US36011","Cayuga County, New York","82877","77262","3660","592","457","44","862"
"0500000US36013","Chautauqua County, New York","141532","132989","3654","1126","667","75","3021"
"0500000US36015","Chemung County, New York","92480","84038","6067","560","870","31","914"
"0500000US36017","Chenango County, New York","51797","50553","492","339","206","21","186"
"0500000US36019","Clinton County, New York","80696","75227","3089","560","705","44","1071"
"0500000US36021","Columbia County, New York","64088","58840","3324","351","694","36","843"
"0500000US36023","Cortland County, New York","49222","47658","600","393","289","27","255"
"0500000US36025","Delaware County, New York","48577","46760","706","375","345","19","372"
"0500000US36027","Dutchess County, New York","285827","238527","28463","1850","8086","232","8669"
"0500000US36029","Erie County, New York","963604","791057","129073","8959","15915","550","18050"
"0500000US36031","Essex County, New York","39211","37162","1140","300","209","45","355"
"0500000US36033","Franklin County, New York","51507","43291","3452","3371","242","20","1131"
"0500000US36035","Fulton County, New York","55600","53335","1172","281","369","28","415"
"0500000US36037","Genesee County, New York","61155","57790","1609","734","386","22","614"
"0500000US36039","Greene County, New York","48895","44337","2910","345","364","33","906"
"0500000US36041","Hamilton County, New York","5417","5294","32","36","11","3","41"
"0500000US36043","Herkimer County, New York","64993","63526","460","380","333","17","277"
"0500000US36045","Jefferson County, New York","113904","100813","7345","1176","1427","294","2849"
"0500000US36047","Kings County, New York","2575939","1077061","939316","20729","206272","5935","326626"
"0500000US36049","Lewis County, New York","27113","26600","125","151","87","17","133"
"0500000US36051","Livingston County, New York","65034","61105","2166","447","610","33","673"
"0500000US36053","Madison County, New York","70085","67527","1094","617","505","32","310"
"0500000US36055","Monroe County, New York","750675","592802","107803","5055","20670","702","23643"
"0500000US36057","Montgomery County, New York","50371","47726","765","291","328","23","1238"
"0500000US36059","Nassau County, New York","1364461","1078153","143711","5710","70209","1255","65423"
"0500000US36061","New York County, New York","1605659","878421","291505","16082","156710","3284","259657"
"0500000US36063","Niagara County, New York","222668","201763","14732","3058","1634","102","1379"
"0500000US36065","Oneida County, New York","239218","215574","14780","1277","3269","161","4157"
"0500000US36067","Onondaga County, New York","468013","396208","47319","6896","11035","388","6167"
"0500000US36069","Ontario County, New York","101574","96393","2566","629","904","60","1022"
"0500000US36071","Orange County, New York","349527","291742","30952","2895","6377","326","17235"
"0500000US36073","Orleans County, New York","44747","39853","3472","404","206","31","781"
"0500000US36075","Oswego County, New York","123564","119985","973","1037","718","54","797"
"0500000US36077","Otsego County, New York","62364","59661","1275","398","503","60","467"
"0500000US36079","Putnam County, New York","97230","91102","1903","444","1478","69","2234"
"0500000US36081","Queens County, New York","2371691","1057128","486197","27370","433553","5108","362335"
"0500000US36083","Rensselaer County, New York","154755","140780","8059","902","2951","89","1974"
"0500000US36085","Richmond County, New York","456233","352850","46710","2736","27740","561","25636"
"0500000US36087","Rockland County, New York","294462","224767","34963","1737","17293","491","15211"
"0500000US36089","St. Lawrence County, New York","112877","106590","2871","1426","956","64","970"
"0500000US36091","Saratoga County, New York","202779","194395","3357","1110","2568","98","1251"
"0500000US36093","Schenectady County, New York","149698","131067","11414","957","3490","133","2637"
"0500000US36095","Schoharie County, New York","31922","30784","495","248","162","20","213"
"0500000US36097","Schuyler County, New York","19425","18730","319","192","67","5","112"
"0500000US36099","Seneca County, New York","33722","32017","861","237","292","17","298"
"0500000US36101","Steuben County, New York","99550","95943","1593","637","1006","25","346"
"0500000US36103","Suffolk County, New York","1450526","1221929","108870","9122","40884","1252","68469"
"0500000US36105","Sullivan County, New York","75425","64223","6844","539","1035","66","2718"
"0500000US36107","Tioga County, New York","52288","50928","409","342","379","21","209"
"0500000US36109","Tompkins County, New York","98842","84225","4210","819","7738","252","1598"
"0500000US36111","Ulster County, New York","181569","160986","11180","1542","2735","125","5001"
"0500000US36113","Warren County, New York","63923","62238","567","392","457","28","241"
"0500000US36115","Washington County, New York","61540","58407","1886","376","252","40","579"
"0500000US36117","Wayne County, New York","95091","89106","3591","732","551","37","1074"
"0500000US36119","Westchester County, New York","953404","679366","140362","5671","46687","1379","79939"
"0500000US36121","Wyoming County, New York","43735","40124","2451","235","249","17","659"
"0500000US36123","Yates County, New York","24824","24275","190","128","101","13","117"
"0500000US37001","Alamance County, North Carolina","132428","100062","25126","970","1436","111","4723"
"0500000US37003","Alexander County, North Carolina","33898","31162","1661","154","402","10","509"
"0500000US37005","Alleghany County, North Carolina","10773","10307","145","81","25","1","214"
"0500000US37007","Anson County, North Carolina","25406","12604","12341","167","169","12","113"
"0500000US37009","Ashe County, North Carolina","24528","23821","185","146","67","6","303"
"0500000US37011","Avery County, North Carolina","17296","16248","612","132","51","10","243"
"0500000US37013","Beaufort County, North Carolina","45288","31007","13183","179","147","21","751"
"0500000US37015","Bertie County, North Carolina","19869","7239","12378","108","35","5","104"
"0500000US37017","Bladen County, North Carolina","32539","18643","12326","773","66","26","705"
"0500000US37019","Brunswick County, North Carolina","73939","60825","10763","876","282","48","1145"
"0500000US37021","Buncombe County, North Carolina","209046","186063","16228","1801","1757","178","3019"
"0500000US37023","Burke County, North Carolina","90184","77322","6240","583","3459","258","2322"
"0500000US37025","Cabarrus County, North Carolina","132423","110199","16381","817","1449","74","3503"
"0500000US37027","Caldwell County, North Carolina","78031","71559","4402","378","375","35","1282"
"0500000US37029","Camden County, North Carolina","6956","5615","1203","66","46","2","24"
"0500000US37031","Carteret County, North Carolina","60089","54181","4341","509","473","93","492"
"0500000US37033","Caswell County, North Carolina","23744","14510","8690","117","64","26","337"
"0500000US37035","Catawba County, North Carolina","143426","121655","12351","755","4594","178","3893"
"0500000US37037","Chatham County, North Carolina","49927","37428","8641","375","358","40","3085"
"0500000US37039","Cherokee County, North Carolina","24608","23328","435","598","93","12","142"
"0500000US37041","Chowan County, North Carolina","14633","8876","5499","84","62","7","105"
"0500000US37043","Clay County, North Carolina","8829","8649","76","60","14","13","17"
"0500000US37045","Cleveland County, North Carolina","97024","74547","20447","354","804","49","823"
"0500000US37047","Columbus County, North Carolina","55225","35038","17160","1903","173","38","913"
"0500000US37049","Craven County, North Carolina","93114","65142","23582","832","1340","130","2088"
"0500000US37051","Cumberland County, North Carolina","313204","173861","110062","7125","8240","1558","12358"
"0500000US37053","Currituck County, North Carolina","18371","16604","1358","161","114","10","124"
"0500000US37055","Dare County, North Carolina","30289","28676","878","222","155","26","332"
"0500000US37057","Davidson County, North Carolina","148717","129267","13853","1077","1546","58","2916"
"0500000US37059","Davie County, North Carolina","35188","31771","2499","181","162","26","549"
"0500000US37061","Duplin County, North Carolina","49611","29166","14366","266","118","50","5645"
"0500000US37063","Durham County, North Carolina","227716","116477","89792","1738","8356","245","11108"
"0500000US37065","Edgecombe County, North Carolina","55965","22476","32128","225","125","23","988"
"0500000US37067","Forsyth County, North Carolina","310398","212668","80236","1925","3882","253","11434"
"0500000US37069","Franklin County, North Carolina","47751","31534","14360","356","221","47","1233"
"0500000US37071","Gaston County, North Carolina","192155","159359","26981","1171","2118","124","2402"
"0500000US37073","Gates County, North Carolina","10624","6293","4152","89","50","10","30"
"0500000US37075","Graham County, North Carolina","8057","7404","22","599","15","4","13"
"0500000US37077","Granville County, North Carolina","49077","29819","17205","413","267","33","1340"
"0500000US37079","Greene County, North Carolina","19141","9953","7880","91","54","9","1154"
"0500000US37081","Guilford County, North Carolina","427688","275855","125964","3533","11835","328","10173"
"0500000US37083","Halifax County, North Carolina","57829","24686","30393","1991","372","40","347"
"0500000US37085","Harnett County, North Carolina","92567","65832","21035","1298","857","140","3405"
"0500000US37087","Haywood County, North Carolina","54430","52695","739","466","175","33","322"
"0500000US37089","Henderson County, North Carolina","90174","83308","2976","602","720","62","2506"
"0500000US37091","Hertford County, North Carolina","22831","8578","13582","346","108","15","202"
"0500000US37093","Hoke County, North Carolina","34417","15509","12932","4128","436","104","1308"
"0500000US37095","Hyde County, North Carolina","5871","3683","2061","33","31","1","62"
"0500000US37097","Iredell County, North Carolina","123871","101698","17213","664","1775","64","2457"
"0500000US37099","Jackson County, North Carolina","33590","28790","603","3709","210","13","265"
"0500000US37101","Johnston County, North Carolina","123247","96250","19440","864","520","88","6085"
"0500000US37103","Jones County, North Carolina","10502","6396","3769","75","42","20","200"
"0500000US37105","Lee County, North Carolina","49595","34740","10215","345","418","38","3839"
"0500000US37107","Lenoir County, North Carolina","60082","33970","24305","219","271","55","1262"
"0500000US37109","Lincoln County, North Carolina","64450","58136","4265","335","283","21","1410"
"0500000US37111","McDowell County, North Carolina","42516","39148","1836","271","470","19","772"
"0500000US37113","Macon County, North Carolina","30004","29134","398","194","148","10","120"
"0500000US37115","Madison County, North Carolina","19754","19284","169","123","63","5","110"
"0500000US37117","Martin County, North Carolina","25760","13540","11707","132","82","13","286"
"0500000US37119","Mecklenburg County, North Carolina","706983","453113","197788","4773","24431","755","26123"
"0500000US37121","Mitchell County, North Carolina","15783","15440","45","134","45","1","118"
"0500000US37123","Montgomery County, North Carolina","27204","18792","5918","235","503","27","1729"
"0500000US37125","Moore County, North Carolina","75469","60546","11838","773","463","58","1791"
"0500000US37127","Nash County, North Carolina","88376","54791","30037","685","667","58","2138"
"0500000US37129","New Hanover County, North Carolina","162126","129542","27804","1173","1656","174","1777"
"0500000US37131","Northampton County, North Carolina","22250","8725","13206","145","31","17","126"
"0500000US37133","Onslow County, North Carolina","155649","112155","29683","2351","3914","623","6923"
"0500000US37135","Orange County, North Carolina","120416","93917","16999","1083","5470","81","2866"
"0500000US37137","Pamlico County, North Carolina","13036","9549","3208","117","63","4","95"
"0500000US37139","Pasquotank County, North Carolina","35358","20188","14182","302","396","35","255"
"0500000US37141","Pender County, North Carolina","41506","30208","9826","382","108","34","948"
"0500000US37143","Perquimans County, North Carolina","11453","8117","3220","58","33","3","22"
"0500000US37145","Person County, North Carolina","35944","24756","10215","325","74","12","562"
"0500000US37147","Pitt County, North Carolina","135361","84194","45649","691","1782","102","2943"
"0500000US37149","Polk County, North Carolina","18471","17036","1118","89","62","8","158"
"0500000US37151","Randolph County, North Carolina","131904","117564","7750","1005","1056","71","4458"
"0500000US37153","Richmond County, North Carolina","47150","30614","14417","1060","393","38","628"
"0500000US37155","Robeson County, North Carolina","125149","41561","31402","48078","641","140","3327"
"0500000US37157","Rockingham County, North Carolina","92764","71735","18291","511","352","68","1807"
"0500000US37159","Rowan County, North Carolina","131712","105377","20990","886","1347","79","3033"
"0500000US37161","Rutherford County, North Carolina","63426","55012","7260","326","281","49","498"
"0500000US37163","Sampson County, North Carolina","60874","36420","18259","1282","272","130","4511"
"0500000US37165","Scotland County, North Carolina","36495","18913","13578","3534","223","16","231"
"0500000US37167","Stanly County, North Carolina","58579","49532","6817","296","1185","25","724"
"0500000US37169","Stokes County, North Carolina","44968","41990","2163","236","107","28","444"
"0500000US37171","Surry County, North Carolina","72069","65114","3104","387","476","32","2956"
"0500000US37173","Swain County, North Carolina","13270","8868","236","4023","37","3","103"
"0500000US37175","Transylvania County, North Carolina","29679","27767","1372","239","150","18","133"
"0500000US37177","Tyrrell County, North Carolina","4199","2363","1651","21","50","5","109"
"0500000US37179","Union County, North Carolina","124990","103514","15835","859","966","59","3757"
"0500000US37181","Vance County, North Carolina","43334","20958","20916","168","235","34","1023"
"0500000US37183","Wake County, North Carolina","638989","462660","127529","4624","24049","573","19554"
"0500000US37185","Warren County, North Carolina","20171","7850","11005","1073","37","14","192"
"0500000US37187","Washington County, North Carolina","13832","6692","6768","38","68","17","249"
"0500000US37189","Watauga County, North Carolina","42969","41432","746","230","296","25","240"
"0500000US37191","Wayne County, North Carolina","114878","70485","38070","842","1466","126","3889"
"0500000US37193","Wilkes County, North Carolina","66099","61406","2885","252","267","38","1251"
"0500000US37195","Wilson County, North Carolina","74549","41730","29306","386","440","41","2646"
"0500000US37197","Yadkin County, North Carolina","36655","33884","1305","164","102","22","1178"
"0500000US37199","Yancey County, North Carolina","17881","17508","122","115","38","3","95"
"0500000US38001","Adams County, North Dakota","2602","2562","14","15","6","1","4"
"0500000US38003","Barnes County, North Dakota","11846","11593","68","126","33","2","24"
"0500000US38005","Benson County, North Dakota","7022","3594","11","3399","2","1","15"
"0500000US38007","Billings County, North Dakota","896","885","0","8","0","2","1"
"0500000US38009","Bottineau County, North Dakota","7206","7006","23","140","20","2","15"
"0500000US38011","Bowman County, North Dakota","3265","3229","2","14","5","4","11"
"0500000US38013","Burke County, North Dakota","2247","2228","5","5","6","0","3"
"0500000US38015","Burleigh County, North Dakota","70023","66516","281","2615","380","37","194"
"0500000US38017","Cass County, North Dakota","124813","118477","1404","1863","1948","86","1035"
"0500000US38019","Cavalier County, North Dakota","4889","4789","18","60","10","1","11"
"0500000US38021","Dickey County, North Dakota","5802","5668","17","41","38","3","35"
"0500000US38023","Divide County, North Dakota","2287","2264","2","4","12","0","5"
"0500000US38025","Dunn County, North Dakota","3631","3148","2","471","4","0","6"
"0500000US38027","Eddy County, North Dakota","2777","2676","5","83","4","2","7"
"0500000US38029","Emmons County, North Dakota","4336","4294","3","9","8","8","14"
"0500000US38031","Foster County, North Dakota","3773","3736","11","19","0","0","7"
"0500000US38033","Golden Valley County, North Dakota","1946","1899","4","32","3","0","8"
"0500000US38035","Grand Forks County, North Dakota","67216","62401","1170","1986","932","95","632"
"0500000US38037","Grant County, North Dakota","2860","2772","0","63","12","3","10"
"0500000US38039","Griggs County, North Dakota","2759","2740","3","8","4","0","4"
"0500000US38041","Hettinger County, North Dakota","2725","2696","4","17","4","2","2"
"0500000US38043","Kidder County, North Dakota","2757","2743","5","4","5","0","0"
"0500000US38045","LaMoure County, North Dakota","4718","4680","8","13","7","0","10"
"0500000US38047","Logan County, North Dakota","2315","2296","3","5","8","0","3"
"0500000US38049","McHenry County, North Dakota","6034","5951","9","51","11","2","10"
"0500000US38051","McIntosh County, North Dakota","3409","3369","0","18","13","3","6"
"0500000US38053","McKenzie County, North Dakota","5807","4503","12","1261","6","5","20"
"0500000US38055","McLean County, North Dakota","9421","8717","10","647","15","1","31"
"0500000US38057","Mercer County, North Dakota","8752","8401","9","228","28","39","47"
"0500000US38059","Morton County, North Dakota","25606","24525","84","795","118","6","78"
"0500000US38061","Mountrail County, North Dakota","6859","4594","9","2058","16","8","174"
"0500000US38063","Nelson County, North Dakota","3737","3684","4","24","15","0","10"
"0500000US38065","Oliver County, North Dakota","2090","2032","5","43","2","1","7"
"0500000US38067","Pembina County, North Dakota","8710","8320","14","224","24","2","126"
"0500000US38069","Pierce County, North Dakota","4694","4623","6","41","17","0","7"
"0500000US38071","Ramsey County, North Dakota","12268","11330","35","817","42","5","39"
"0500000US38073","Ransom County, North Dakota","5947","5823","22","50","21","0","31"
"0500000US38075","Renville County, North Dakota","2631","2571","8","31","16","1","4"
"0500000US38077","Richland County, North Dakota","18133","17545","77","382","70","15","44"
"0500000US38079","Rolette County, North Dakota","13899","3640","23","10185","13","5","33"
"0500000US38081","Sargent County, North Dakota","4396","4318","6","40","7","0","25"
"0500000US38083","Sheridan County, North Dakota","1713","1700","2","9","1","0","1"
"0500000US38085","Sioux County, North Dakota","4085","607","6","3450","2","7","13"
"0500000US38087","Slope County, North Dakota","768","766","0","2","0","0","0"
"0500000US38089","Stark County, North Dakota","22827","22246","90","308","71","16","96"
"0500000US38091","Steele County, North Dakota","2279","2237","6","28","1","0","7"
"0500000US38093","Stutsman County, North Dakota","22059","21501","88","278","104","16","72"
"0500000US38095","Towner County, North Dakota","2890","2812","2","71","3","0","2"
