"GEO_ID","NAME","P009001","P009002","P009003","P009004","P009005","P009006","P009007"
"id","Label for GEO_ID","Total races tallied","Total races tallied!!White alone or in combination with one or more other races","Total races tallied!!Black or African American alone or in combination with one or more other races","Total races tallied!!American Indian and Alaska Native alone or in combination with one or more other races","Total races tallied!!Asian alone or in combination with one or more other races","Total races tallied!!Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races","Total races tallied!!Some other race alone or in combination with one or more other races"
"0500000US19151","Pocahontas County, Iowa","8721","8579","34","32","23","11","42"
"0500000US19153","Polk County, Iowa","381208","336236","20291","2387","11254","476","10564"
"0500000US19155","Pottawattamie County, Iowa","88716","85071","921","662","604","65","1393"
"0500000US19157","Poweshiek County, Iowa","18995","18355","147","99","258","17","119"
"0500000US19159","Ringgold County, Iowa","5492","5441","9","21","12","0","9"
"0500000US19161","Sac County, Iowa","11598","11423","48","27","33","9","58"
"0500000US19163","Scott County, Iowa","161781","143042","11005","1293","2951","102","3388"
"0500000US19165","Shelby County, Iowa","13238","13059","24","66","50","5","34"
"0500000US19167","Sioux County, Iowa","31769","30890","97","97","226","11","448"
"0500000US19169","Story County, Iowa","80940","73665","1701","351","4439","71","713"
"0500000US19171","Tama County, Iowa","18331","16558","81","1235","39","10","408"
"0500000US19173","Taylor County, Iowa","7007","6844","2","21","29","4","107"
"0500000US19175","Union County, Iowa","12383","12189","40","53","41","4","56"
"0500000US19177","Van Buren County, Iowa","7864","7746","15","48","25","8","22"
"0500000US19179","Wapello County, Iowa","36352","34970","409","221","297","12","443"
"0500000US19181","Warren County, Iowa","40989","40183","174","189","223","23","197"
"0500000US19183","Washington County, Iowa","20819","20193","99","91","71","11","354"
"0500000US19185","Wayne County, Iowa","6773","6688","13","24","22","7","19"
"0500000US19187","Webster County, Iowa","40725","38005","1556","264","313","24","563"
"0500000US19189","Winnebago County, Iowa","11784","11469","41","34","113","1","126"
"0500000US19191","Winneshiek County, Iowa","21422","20947","132","57","202","8","76"
"0500000US19193","Woodbury County, Iowa","106058","92673","2763","2478","2863","78","5203"
"0500000US19195","Worth County, Iowa","7965","7835","31","40","17","2","40"
"0500000US19197","Wright County, Iowa","14429","13831","49","51","45","3","450"
"0500000US20001","Allen County, Kansas","14642","13852","296","263","67","5","159"
"0500000US20003","Anderson County, Kansas","8188","7972","46","104","29","4","33"
"0500000US20005","Atchison County, Kansas","17071","15610","1019","213","80","29","120"
"0500000US20007","Barber County, Kansas","5360","5204","32","56","8","0","60"
"0500000US20009","Barton County, Kansas","28670","26656","419","293","95","14","1193"
"0500000US20011","Bourbon County, Kansas","15589","14660","527","243","75","9","75"
"0500000US20013","Brown County, Kansas","10925","9508","216","1066","27","2","106"
"0500000US20015","Butler County, Kansas","60530","57433","988","1153","366","40","550"
"0500000US20017","Chase County, Kansas","3055","2960","35","33","7","0","20"
"0500000US20019","Chautauqua County, Kansas","4445","4170","20","216","14","2","23"
"0500000US20021","Cherokee County, Kansas","23275","21500","194","1352","72","13","144"
"0500000US20023","Cheyenne County, Kansas","3182","3110","4","8","19","7","34"
"0500000US20025","Clark County, Kansas","2413","2310","10","38","3","1","51"
"0500000US20027","Clay County, Kansas","8904","8699","61","78","25","7","34"
"0500000US20029","Cloud County, Kansas","10345","10167","44","70","34","1","29"
"0500000US20031","Coffey County, Kansas","8997","8720","34","134","40","1","68"
"0500000US20033","Comanche County, Kansas","1985","1940","3","14","7","4","17"
"0500000US20035","Cowley County, Kansas","37166","33470","1160","1207","637","22","670"
"0500000US20037","Crawford County, Kansas","38891","36271","855","685","501","44","535"
"0500000US20039","Decatur County, Kansas","3505","3428","19","20","9","4","25"
"0500000US20041","Dickinson County, Kansas","19631","18908","164","215","117","7","220"
"0500000US20043","Doniphan County, Kansas","8357","7922","198","154","30","1","52"
"0500000US20045","Douglas County, Kansas","102882","88460","5158","3596","3739","165","1764"
"0500000US20047","Edwards County, Kansas","3477","3217","15","23","12","0","210"
"0500000US20049","Elk County, Kansas","3340","3173","10","96","11","5","45"
"0500000US20051","Ellis County, Kansas","27767","26663","277","163","260","10","394"
"0500000US20053","Ellsworth County, Kansas","6611","6179","253","78","25","2","74"
"0500000US20055","Finney County, Kansas","41682","28975","663","600","1278","78","10088"
"0500000US20057","Ford County, Kansas","33304","25034","659","383","727","54","6447"
"0500000US20059","Franklin County, Kansas","25229","23963","386","510","103","5","262"
"0500000US20061","Geary County, Kansas","29605","19070","6861","516","1359","204","1595"
"0500000US20063","Gove County, Kansas","3099","3034","9","23","7","1","25"
"0500000US20065","Graham County, Kansas","2976","2815","102","29","13","1","16"
"0500000US20067","Grant County, Kansas","8077","6237","25","117","41","2","1655"
"0500000US20069","Gray County, Kansas","5992","5534","18","58","12","9","361"
"0500000US20071","Greeley County, Kansas","1550","1443","6","9","2","2","88"
"0500000US20073","Greenwood County, Kansas","7796","7525","20","149","15","0","87"
"0500000US20075","Hamilton County, Kansas","2715","2222","16","25","19","2","431"
"0500000US20077","Harper County, Kansas","6615","6428","27","99","15","5","41"
"0500000US20079","Harvey County, Kansas","33608","30575","711","406","241","26","1649"
"0500000US20081","Haskell County, Kansas","4397","3754","10","55","33","4","541"
"0500000US20083","Hodgeman County, Kansas","2108","2051","25","14","1","0","17"
"0500000US20085","Jackson County, Kansas","12898","11644","91","1046","43","5","69"
"0500000US20087","Jefferson County, Kansas","18689","18073","94","332","57","26","107"
"0500000US20089","Jewell County, Kansas","3819","3768","5","35","3","2","6"
"0500000US20091","Johnson County, Kansas","458416","417181","13665","3538","14639","387","9006"
"0500000US20093","Kearny County, Kansas","4634","3733","43","60","16","4","778"
"0500000US20095","Kingman County, Kansas","8778","8547","20","130","39","3","39"
"0500000US20097","Kiowa County, Kansas","3314","3209","12","35","13","4","41"
"0500000US20099","Labette County, Kansas","23445","20942","1236","784","110","10","363"
"0500000US20101","Lane County, Kansas","2191","2135","5","23","7","2","19"
"0500000US20103","Leavenworth County, Kansas","70358","59106","7716","1105","1051","187","1193"
"0500000US20105","Lincoln County, Kansas","3608","3542","7","40","6","3","10"
"0500000US20107","Linn County, Kansas","9674","9428","83","110","21","5","27"
"0500000US20109","Logan County, Kansas","3097","2994","28","23","16","1","35"
"0500000US20111","Lyon County, Kansas","36733","30620","986","402","838","18","3869"
"0500000US20113","McPherson County, Kansas","29910","28833","333","266","152","45","281"
"0500000US20115","Marion County, Kansas","13528","13109","98","149","42","24","106"
"0500000US20117","Marshall County, Kansas","11054","10849","33","89","43","6","34"
"0500000US20119","Meade County, Kansas","4705","4286","27","60","11","0","321"
"0500000US20121","Miami County, Kansas","28744","27569","543","379","79","9","165"
"0500000US20123","Mitchell County, Kansas","6998","6821","50","68","30","2","27"
"0500000US20125","Montgomery County, Kansas","37527","32199","2452","2043","231","27","575"
"0500000US20127","Morris County, Kansas","6160","6001","22","56","25","3","53"
"0500000US20129","Morton County, Kansas","3555","3147","14","54","47","0","293"
"0500000US20131","Nemaha County, Kansas","10786","10603","75","52","15","9","32"
"0500000US20133","Neosho County, Kansas","17333","16431","199","362","86","13","242"
"0500000US20135","Ness County, Kansas","3487","3424","3","31","7","1","21"
"0500000US20137","Norton County, Kansas","5997","5596","247","46","37","3","68"
"0500000US20139","Osage County, Kansas","16925","16450","72","228","43","29","103"
"0500000US20141","Osborne County, Kansas","4491","4425","8","23","15","1","19"
"0500000US20143","Ottawa County, Kansas","6232","6078","48","52","16","1","37"
"0500000US20145","Pawnee County, Kansas","7330","6669","398","93","50","2","118"
"0500000US20147","Phillips County, Kansas","6044","5937","20","46","30","0","11"
"0500000US20149","Pottawatomie County, Kansas","18489","17796","176","256","86","13","162"
"0500000US20151","Pratt County, Kansas","9757","9292","117","89","62","7","190"
"0500000US20153","Rawlins County, Kansas","2989","2943","14","22","6","0","4"
"0500000US20155","Reno County, Kansas","66025","60392","2205","831","417","50","2130"
"0500000US20157","Republic County, Kansas","5864","5777","21","28","13","0","25"
"0500000US20159","Rice County, Kansas","10912","10331","156","125","48","4","248"
"0500000US20161","Riley County, Kansas","64496","54569","4840","788","2497","230","1572"
"0500000US20163","Rooks County, Kansas","5727","5561","72","45","15","4","30"
"0500000US20165","Rush County, Kansas","3570","3514","13","30","6","0","7"
"0500000US20167","Russell County, Kansas","7430","7246","55","78","27","2","22"
"0500000US20169","Saline County, Kansas","54818","48824","2110","679","1089","47","2069"
"0500000US20171","Scott County, Kansas","5172","4937","16","37","12","1","169"
"0500000US20173","Sedgwick County, Kansas","466372","370256","45276","9899","17442","683","22816"
"0500000US20175","Seward County, Kansas","23264","15323","959","348","734","37","5863"
"0500000US20177","Shawnee County, Kansas","174885","144698","17278","3741","2185","172","6811"
"0500000US20179","Sheridan County, Kansas","2829","2791","7","6","2","4","19"
"0500000US20181","Sherman County, Kansas","6831","6408","31","52","25","11","304"
"0500000US20183","Smith County, Kansas","4558","4501","10","26","2","5","14"
"0500000US20185","Stafford County, Kansas","4861","4615","19","49","18","0","160"
"0500000US20187","Stanton County, Kansas","2432","2053","15","37","12","0","315"
"0500000US20189","Stevens County, Kansas","5551","4614","63","80","13","7","774"
"0500000US20191","Sumner County, Kansas","26488","25068","243","589","85","23","480"
"0500000US20193","Thomas County, Kansas","8253","8014","47","69","30","4","89"
"0500000US20195","Trego County, Kansas","3353","3277","6","42","18","2","8"
"0500000US20197","Wabaunsee County, Kansas","6954","6760","47","69","15","8","55"
"0500000US20199","Wallace County, Kansas","1774","1674","18","24","5","1","52"
"0500000US20201","Washington County, Kansas","6516","6445","17","32","13","0","9"
"0500000US20203","Wichita County, Kansas","2592","2240","4","33","9","0","306"
"0500000US20205","Wilson County, Kansas","10468","10116","53","179","39","12","69"
"0500000US20207","Woodson County, Kansas","3833","3713","39","59","4","0","18"
"0500000US20209","Wyandotte County, Kansas","162861","95493","46455","2697","3127","166","14923"
"0500000US21001","Adair County, Kentucky","17385","16682","477","108","54","5","59"
"0500000US21003","Allen County, Kentucky","17924","17484","227","88","42","2","81"
"0500000US21005","Anderson County, Kentucky","19251","18572","502","101","30","5","41"
"0500000US21007","Ballard County, Kentucky","8407","8016","257","91","23","3","17"
"0500000US21009","Barren County, Kentucky","38295","36102","1664","154","189","18","168"
"0500000US21011","Bath County, Kentucky","11163","10809","229","68","8","1","48"
"0500000US21013","Bell County, Kentucky","30354","29104","776","224","146","23","81"
"0500000US21015","Boone County, Kentucky","86910","82655","1546","493","1311","56","849"
"0500000US21017","Bourbon County, Kentucky","19579","17686","1439","95","49","7","303"
"0500000US21019","Boyd County, Kentucky","50224","48148","1432","300","198","9","137"
"0500000US21021","Boyle County, Kentucky","28031","24588","2838","160","198","22","225"
"0500000US21023","Bracken County, Kentucky","8308","8182","59","37","6","3","21"
"0500000US21025","Breathitt County, Kentucky","16172","15958","71","61","54","10","18"
"0500000US21027","Breckinridge County, Kentucky","18824","18032","590","137","25","4","36"
"0500000US21029","Bullitt County, Kentucky","61730","60506","309","473","252","28","162"
"0500000US21031","Butler County, Kentucky","13091","12814","79","79","36","0","83"
"0500000US21033","Caldwell County, Kentucky","13138","12334","653","48","34","7","62"
"0500000US21035","Calloway County, Kentucky","34507","32226","1313","169","542","18","239"
"0500000US21037","Campbell County, Kentucky","89331","86266","1587","434","605","48","391"
"0500000US21039","Carlisle County, Kentucky","5384","5262","59","42","6","0","15"
"0500000US21041","Carroll County, Kentucky","10266","9761","238","65","32","6","164"
"0500000US21043","Carter County, Kentucky","27020","26732","53","146","42","7","40"
"0500000US21045","Casey County, Kentucky","15556","15285","64","90","24","12","81"
"0500000US21047","Christian County, Kentucky","74133","51862","17910","826","1001","383","2151"
"0500000US21049","Clark County, Kentucky","33397","31241","1673","152","99","11","221"
"0500000US21051","Clay County, Kentucky","24748","23219","1236","146","57","11","79"
"0500000US21053","Clinton County, Kentucky","9665","9576","13","47","6","13","10"
"0500000US21055","Crittenden County, Kentucky","9457","9287","75","55","20","3","17"
"0500000US21057","Cumberland County, Kentucky","7228","6867","281","35","15","12","18"
"0500000US21059","Daviess County, Kentucky","92489","86560","4438","403","510","64","514"
"0500000US21061","Edmonson County, Kentucky","11699","11506","79","86","16","1","11"
"0500000US21063","Elliott County, Kentucky","6806","6739","5","43","11","1","7"
"0500000US21065","Estill County, Kentucky","15384","15240","28","83","8","0","25"
"0500000US21067","Fayette County, Kentucky","264885","214657","36849","1517","7269","203","4390"
"0500000US21069","Fleming County, Kentucky","13889","13510","233","66","33","0","47"
"0500000US21071","Floyd County, Kentucky","42634","41648","577","167","130","41","71"
"0500000US21073","Franklin County, Kentucky","48330","42465","4779","268","445","24","349"
"0500000US21075","Fulton County, Kentucky","7828","5889","1833","31","31","1","43"
"0500000US21077","Gallatin County, Kentucky","7972","7689","147","46","36","10","44"
"0500000US21079","Garrard County, Kentucky","14883","14244","497","46","14","3","79"
"0500000US21081","Grant County, Kentucky","22510","22109","74","117","87","24","99"
"0500000US21083","Graves County, Kentucky","37454","34720","1780","245","108","16","585"
"0500000US21085","Grayson County, Kentucky","24229","23800","161","136","57","3","72"
"0500000US21087","Green County, Kentucky","11599","11152","320","53","27","0","47"
"0500000US21089","Greenup County, Kentucky","37145","36409","256","216","171","10","83"
"0500000US21091","Hancock County, Kentucky","8439","8269","85","45","23","0","17"
"0500000US21093","Hardin County, Kentucky","96544","79095","12058","949","2324","338","1780"
"0500000US21095","Harlan County, Kentucky","33551","32035","956","339","120","16","85"
"0500000US21097","Harrison County, Kentucky","18131","17332","504","111","37","8","139"
"0500000US21099","Hart County, Kentucky","17567","16269","1110","113","27","10","38"
"0500000US21101","Henderson County, Kentucky","45229","41223","3348","195","202","12","249"
"0500000US21103","Henry County, Kentucky","15202","14277","556","73","69","4","223"
"0500000US21105","Hickman County, Kentucky","5329","4713","546","46","6","0","18"
"0500000US21107","Hopkins County, Kentucky","46945","43181","3054","255","209","17","229"
"0500000US21109","Jackson County, Kentucky","13572","13453","18","75","9","3","14"
"0500000US21111","Jefferson County, Kentucky","704239","544927","135346","4413","11557","611","7385"
"0500000US21113","Jessamine County, Kentucky","39531","37296","1372","252","296","22","293"
"0500000US21115","Johnson County, Kentucky","23583","23262","77","108","100","6","30"
"0500000US21117","Kenton County, Kentucky","153081","143771","6470","738","1149","95","858"
"0500000US21119","Knott County, Kentucky","17765","17446","154","80","39","7","39"
"0500000US21121","Knox County, Kentucky","32096","31364","298","254","101","26","53"
"0500000US21123","Larue County, Kentucky","13530","12796","530","102","31","9","62"
"0500000US21125","Laurel County, Kentucky","53206","51946","413","511","239","13","84"
"0500000US21127","Lawrence County, Kentucky","15659","15490","25","94","22","4","24"
"0500000US21129","Lee County, Kentucky","7970","7578","304","68","10","3","7"
"0500000US21131","Leslie County, Kentucky","12467","12353","20","53","19","5","17"
"0500000US21133","Letcher County, Kentucky","25376","25039","135","87","85","10","20"
"0500000US21135","Lewis County, Kentucky","14173","14017","41","74","19","2","20"
"0500000US21137","Lincoln County, Kentucky","23537","22619","640","109","38","7","124"
"0500000US21139","Livingston County, Kentucky","9868","9717","18","87","6","1","39"
"0500000US21141","Logan County, Kentucky","26834","24345","2139","151","81","10","108"
"0500000US21143","Lyon County, Kentucky","8129","7463","553","46","22","2","43"
"0500000US21145","McCracken County, Kentucky","66349","57574","7469","444","455","49","358"
"0500000US21147","McCreary County, Kentucky","17207","16853","114","174","14","5","47"
"0500000US21149","McLean County, Kentucky","9993","9850","40","56","6","2","39"
"0500000US21151","Madison County, Kentucky","71774","66678","3516","513","664","35","368"
"0500000US21153","Magoffin County, Kentucky","13370","13274","22","48","14","1","11"
"0500000US21155","Marion County, Kentucky","18385","16372","1737","76","94","19","87"
"0500000US21157","Marshall County, Kentucky","30361","29923","50","235","63","5","85"
"0500000US21159","Martin County, Kentucky","12649","12549","7","62","14","11","6"
"0500000US21161","Mason County, Kentucky","16947","15400","1279","72","75","8","113"
"0500000US21163","Meade County, Kentucky","26741","24670","1195","280","238","67","291"
"0500000US21165","Menifee County, Kentucky","6603","6444","94","43","5","5","12"
"0500000US21167","Mercer County, Kentucky","21036","19759","867","114","115","14","167"
"0500000US21169","Metcalfe County, Kentucky","10106","9824","183","65","10","1","23"
"0500000US21171","Monroe County, Kentucky","11832","11303","354","46","4","5","120"
"0500000US21173","Montgomery County, Kentucky","22745","21617","841","115","57","12","103"
"0500000US21175","Morgan County, Kentucky","14043","13272","630","81","29","7","24"
"0500000US21177","Muhlenberg County, Kentucky","32081","30201","1567","148","70","6","89"
"0500000US21179","Nelson County, Kentucky","37718","35009","2157","147","215","9","181"
"0500000US21181","Nicholas County, Kentucky","6832","6714","59","26","12","4","17"
"0500000US21183","Ohio County, Kentucky","23077","22542","196","127","66","11","135"
"0500000US21185","Oldham County, Kentucky","46660","43641","2087","293","294","18","327"
"0500000US21187","Owen County, Kentucky","10647","10321","141","71","41","4","69"
"0500000US21189","Owsley County, Kentucky","4885","4846","10","15","4","1","9"
"0500000US21191","Pendleton County, Kentucky","14459","14223","79","60","29","4","64"
"0500000US21193","Perry County, Kentucky","29528","28725","532","83","155","10","23"
"0500000US21195","Pike County, Kentucky","69141","67954","375","269","357","37","149"
"0500000US21197","Powell County, Kentucky","13318","13123","91","69","22","0","13"
"0500000US21199","Pulaski County, Kentucky","56611","55162","699","337","244","18","151"
"0500000US21201","Robertson County, Kentucky","2290","2248","2","10","0","11","19"
"0500000US21203","Rockcastle County, Kentucky","16693","16489","31","125","29","3","16"
"0500000US21205","Rowan County, Kentucky","22330","21399","395","156","246","23","111"
"0500000US21207","Russell County, Kentucky","16428","16136","114","85","34","8","51"
"0500000US21209","Scott County, Kentucky","33450","30753","1900","188","230","7","372"
"0500000US21211","Shelby County, Kentucky","33824","29281","3150","227","177","52","937"
"0500000US21213","Simpson County, Kentucky","16554","14544","1751","70","104","17","68"
"0500000US21215","Spencer County, Kentucky","11863","11561","163","80","13","9","37"
"0500000US21217","Taylor County, Kentucky","23099","21607","1227","94","53","11","107"
"0500000US21219","Todd County, Kentucky","12078","10765","1074","50","42","12","135"
"0500000US21221","Trigg County, Kentucky","12753","11262","1279","107","44","2","59"
"0500000US21223","Trimble County, Kentucky","8183","8004","34","64","18","0","63"
"0500000US21225","Union County, Kentucky","15867","13439","2129","108","45","19","127"
"0500000US21227","Warren County, Kentucky","93916","81689","8317","581","1464","187","1678"
"0500000US21229","Washington County, Kentucky","11024","9975","865","51","51","8","74"
"0500000US21231","Wayne County, Kentucky","20093","19464","338","144","29","3","115"
"0500000US21233","Webster County, Kentucky","14219","13307","695","59","18","16","124"
"0500000US21235","Whitley County, Kentucky","36155","35531","170","261","106","29","58"
"0500000US21237","Wolfe County, Kentucky","7088","7034","24","22","2","2","4"
"0500000US21239","Woodford County, Kentucky","23427","21560","1353","126","94","6","288"
"0500000US22001","Acadia Parish, Louisiana","59159","47768","10833","230","130","17","181"
"0500000US22003","Allen Parish, Louisiana","25713","18496","6331","577","172","14","123"
"0500000US22005","Ascension Parish, Louisiana","77176","59760","15684","385","344","31","972"
"0500000US22007","Assumption Parish, Louisiana","23526","15839","7403","114","75","6","89"
"0500000US22009","Avoyelles Parish, Louisiana","41785","28605","12362","562","98","9","149"
"0500000US22011","Beauregard Parish, Louisiana","33432","28142","4375","437","261","30","187"
"0500000US22013","Bienville Parish, Louisiana","15844","8708","6937","80","44","7","68"
"0500000US22015","Bossier Parish, Louisiana","100023","74783","20947","1098","1701","142","1352"
"0500000US22017","Caddo Parish, Louisiana","254847","135272","113456","1956","2201","219","1743"
"0500000US22019","Calcasieu Parish, Louisiana","185704","136714","44782","1318","1456","123","1311"
"0500000US22021","Caldwell Parish, Louisiana","10626","8549","1901","89","26","1","60"
"0500000US22023","Cameron Parish, Louisiana","10065","9423","407","64","49","4","118"
"0500000US22025","Catahoula Parish, Louisiana","11002","7894","2982","69","24","7","26"
"0500000US22027","Claiborne Parish, Louisiana","16947","8786","8018","67","40","15","21"
"0500000US22029","Concordia Parish, Louisiana","20378","12389","7702","73","73","13","128"
"0500000US22031","De Soto Parish, Louisiana","25674","14406","10814","237","40","23","154"
"0500000US22033","East Baton Rouge Parish, Louisiana","417030","234866","167002","1966","9540","281","3375"
"0500000US22035","East Carroll Parish, Louisiana","9456","3006","6353","25","40","0","32"
"0500000US22037","East Feliciana Parish, Louisiana","21490","11157","10107","81","81","9","55"
"0500000US22039","Evangeline Parish, Louisiana","35613","25072","10199","140","86","12","104"
"0500000US22041","Franklin Parish, Louisiana","21404","14381","6762","135","59","13","54"
"0500000US22043","Grant Parish, Louisiana","18941","16197","2264","320","57","11","92"
"0500000US22045","Iberia Parish, Louisiana","74293","48380","22926","521","1610","57","799"
"0500000US22047","Iberville Parish, Louisiana","33477","16519","16631","123","112","7","85"
"0500000US22049","Jackson Parish, Louisiana","15457","10989","4312","63","44","1","48"
"0500000US22051","Jefferson Parish, Louisiana","463741","324515","105876","3867","15862","368","13253"
"0500000US22053","Jefferson Davis Parish, Louisiana","31706","25570","5718","195","87","10","126"
"0500000US22055","Lafayette Parish, Louisiana","192474","141233","46013","1095","2410","128","1595"
"0500000US22057","Lafourche Parish, Louisiana","90932","75316","11548","2622","704","53","689"
"0500000US22059","La Salle Parish, Louisiana","14382","12392","1754","157","36","3","40"
"0500000US22061","Lincoln Parish, Louisiana","42853","24641","17079","179","601","16","337"
"0500000US22063","Livingston Parish, Louisiana","92470","87230","3952","704","232","32","320"
"0500000US22065","Madison Parish, Louisiana","13887","5251","8313","50","31","88","154"
"0500000US22067","Morehouse Parish, Louisiana","31176","17398","13521","108","82","5","62"
"0500000US22069","Natchitoches Parish, Louisiana","39625","22998","15205","612","219","17","574"
"0500000US22071","Orleans Parish, Louisiana","491725","140168","329171","2625","12212","309","7240"
"0500000US22073","Ouachita Parish, Louisiana","148312","95763","49842","741","1136","75","755"
"0500000US22075","Plaquemines Parish, Louisiana","27163","18963","6328","742","799","23","308"
"0500000US22077","Pointe Coupee Parish, Louisiana","22917","13957","8670","97","77","4","112"
"0500000US22079","Rapides Parish, Louisiana","127730","85048","38904","1518","1288","100","872"
"0500000US22081","Red River Parish, Louisiana","9685","5609","3963","46","26","10","31"
"0500000US22083","Richland Parish, Louisiana","21094","12868","8010","86","62","5","63"
"0500000US22085","Sabine Parish, Louisiana","23994","17525","4020","2237","75","11","126"
"0500000US22087","St. Bernard Parish, Louisiana","68305","60274","5286","644","1217","73","811"
"0500000US22089","St. Charles Parish, Louisiana","48537","35182","12255","289","356","15","440"
"0500000US22091","St. Helena Parish, Louisiana","10625","4950","5550","37","27","14","47"
"0500000US22093","St. James Parish, Louisiana","21300","10666","10512","60","17","5","40"
"0500000US22095","St. John the Baptist Parish, Louisiana","43507","22959","19416","224","319","33","556"
"0500000US22097","St. Landry Parish, Louisiana","88407","50010","37287","326","279","40","465"
"0500000US22099","St. Martin Parish, Louisiana","48937","32282","15707","240","500","13","195"
"0500000US22101","St. Mary Parish, Louisiana","54351","34294","17197","1053","947","15","845"
"0500000US22103","St. Tammany Parish, Louisiana","193917","168607","19620","1744","1917","141","1888"
"0500000US22105","Tangipahoa Parish, Louisiana","101443","70843","28737","561","535","51","716"
"0500000US22107","Tensas Parish, Louisiana","6672","2889","3699","27","21","3","33"
"0500000US22109","Terrebonne Parish, Louisiana","106119","78677","18967","6486","1043","54","892"
"0500000US22111","Union Parish, Louisiana","22931","16007","6414","98","76","16","320"
"0500000US22113","Vermilion Parish, Louisiana","54256","44841","7800","275","1075","45","220"
"0500000US22115","Vernon Parish, Louisiana","54498","40172","9518","1446","1281","310","1771"
"0500000US22117","Washington Parish, Louisiana","44186","29800","13943","208","118","21","96"
"0500000US22119","Webster Parish, Louisiana","42227","27685","13841","352","143","47","159"
"0500000US22121","West Baton Rouge Parish, Louisiana","21799","13691","7740","130","60","13","165"
"0500000US22123","West Carroll Parish, Louisiana","12365","9883","2327","62","22","1","70"
"0500000US22125","West Feliciana Parish, Louisiana","15183","7410","7647","59","40","6","21"
"0500000US22127","Winn Parish, Louisiana","17047","11315","5477","146","55","12","42"
"0500000US23001","Androscoggin County, Maine","105119","101853","1023","838","790","77","538"
"0500000US23003","Aroostook County, Maine","74561","72112","362","1345","459","43","240"
"0500000US23005","Cumberland County, Maine","268818","256972","3680","1821","4569","205","1571"
"0500000US23007","Franklin County, Maine","29724","29095","102","257","169","15","86"
"0500000US23009","Hancock County, Maine","52426","51129","224","537","309","29","198"
"0500000US23011","Kennebec County, Maine","118361","115266","624","1090","920","57","404"
"0500000US23013","Knox County, Maine","39938","39226","149","259","201","14","89"
"0500000US23015","Lincoln County, Maine","33831","33297","89","219","156","9","61"
"0500000US23017","Oxford County, Maine","55211","54221","174","402","278","22","114"
"0500000US23019","Penobscot County, Maine","146384","141273","1026","2094","1318","106","567"
"0500000US23021","Piscataquis County, Maine","17418","17023","59","172","65","10","89"
"0500000US23023","Sagadahoc County, Maine","35684","34368","443","295","326","45","207"
"0500000US23025","Somerset County, Maine","51375","50298","199","470","256","21","131"
"0500000US23027","Waldo County, Maine","36748","35914","132","440","128","24","110"
"0500000US23029","Washington County, Maine","34317","32071","124","1726","153","11","232"
"0500000US23031","York County, Maine","188416","183658","1143","1191","1730","104","590"
"0500000US24001","Allegany County, Maryland","75533","70208","4289","279","497","49","211"
"0500000US24003","Anne Arundel County, Maryland","498766","404611","69679","3759","13826","687","6204"
"0500000US24005","Baltimore County, Maryland","766011","569113","156546","4616","26912","602","8222"
"0500000US24009","Calvert County, Maryland","75582","63438","10128","605","906","52","453"
"0500000US24011","Caroline County, Maryland","30194","24615","4577","256","212","18","516"
"0500000US24013","Carroll County, Maryland","152084","145412","3764","690","1445","67","706"
"0500000US24015","Cecil County, Maryland","87013","81190","3664","649","768","60","682"
"0500000US24017","Charles County, Maryland","123342","84592","32676","1721","2884","154","1315"
"0500000US24019","Dorchester County, Maryland","30977","21487","8861","162","244","14","209"
"0500000US24021","Frederick County, Maryland","198309","176965","13605","1083","4066","156","2434"
"0500000US24023","Garrett County, Maryland","29963","29602","152","91","71","12","35"
"0500000US24025","Harford County, Maryland","222112","192410","21672","1391","4198","270","2171"
"0500000US24027","Howard County, Maryland","253823","188392","38430","1697","20891","247","4166"
"0500000US24029","Kent County, Maryland","19440","15480","3422","87","130","11","310"
"0500000US24031","Montgomery County, Maryland","905525","587681","142507","6639","107785","1492","59421"
"0500000US24033","Prince George's County, Maryland","824654","228293","515558","7986","35450","1195","36172"
"0500000US24035","Queen Anne's County, Maryland","40966","36438","3696","222","355","20","235"
"0500000US24037","St. Mary's County, Maryland","87814","71581","12540","770","2044","111","768"
"0500000US24039","Somerset County, Maryland","25057","14148","10323","223","169","12","182"
"0500000US24041","Talbot County, Maryland","34096","27944","5313","134","327","61","317"
"0500000US24043","Washington County, Maryland","133368","119601","10879","633","1301","111","843"
"0500000US24045","Wicomico County, Maryland","85881","62272","20334","451","1715","58","1051"
"0500000US24047","Worcester County, Maryland","47021","38160","7972","227","362","29","271"
"0500000US24510","Baltimore city, Maryland","661847","212064","424449","5066","11850","691","7727"
"0500000US25001","Barnstable County, Massachusetts","226256","212435","5272","2219","1862","175","4293"
"0500000US25003","Berkshire County, Massachusetts","136790","129697","3438","712","1691","149","1103"
"0500000US25005","Bristol County, Massachusetts","547938","495973","15109","3455","8175","909","24317"
"0500000US25007","Dukes County, Massachusetts","15510","14006","495","406","102","29","472"
"0500000US25009","Essex County, Massachusetts","739857","637551","24264","3820","19666","819","53737"
"0500000US25011","Franklin County, Massachusetts","72774","69273","971","721","973","39","797"
"0500000US25013","Hampden County, Massachusetts","467465","368785","41030","3045","7151","1098","46356"
"0500000US25015","Hampshire County, Massachusetts","155275","141059","3918","1086","5981","163","3068"
"0500000US25017","Middlesex County, Massachusetts","1500001","1284218","58586","6539","100456","1676","48526"
"0500000US25019","Nantucket County, Massachusetts","9682","8464","856","25","86","11","240"
