combined_FIPS,NAMELSAD,election_year,pct_developed_2001,pct_suburban_2001,pct_forest_2001,pct_undeveloped_2001,pct_agri_2001
31039,Cuming County,2000,0.04251125731626555,0.041036276248540095,0.022803414450184203,0.11163127057342707,0.8454072403841408
53069,Wahkiakum County,2000,0.06572436585666773,0.06411653064599537,0.6442694128054559,0.9007552231675272,0.031150002493785224
35011,De Baca County,2000,0.004178381132926445,0.004043195583680377,0.0008200561102005173,0.9895614995132873,0.006169349784336571
31109,Lancaster County,2000,0.12301221285438808,0.08990499726453696,0.05309086521759932,0.31929198311709656,0.5572173580211474
31129,Nuckolls County,2000,0.03768405215038433,0.03663145888819457,0.03070356911017952,0.38115888394780106,0.5810254139087915
46099,Minnehaha County,2000,0.10037796348867496,0.08080606198289063,0.013772386034340138,0.0685788260674282,0.8286561182568765
48327,Menard County,2000,0.008532076607549528,0.00824302351080808,0.010047485642732685,0.9863867553558648,0.00507384535813486
6091,Sierra County,2000,0.014830101397675103,0.01438359354757947,0.6444472909673682,0.9834289910596538,0.0014847204795356028
21053,Clinton County,2000,0.06267114150506228,0.057350834819485205,0.5585391712187382,0.5614687627259067,0.3722160981843203
39063,Hancock County,2000,0.09989109865858709,0.08557011359287935,0.06725411361384712,0.07376460536040971,0.8251799296531407
48189,Hale County,2000,0.04760182476098312,0.04442189504317359,0.0001333238184916307,0.28307849222248715,0.6691738274553078
1027,Clay County,2000,0.04182135768435958,0.041147858635367844,0.7557918905193074,0.8497832552377348,0.10757637542481915
48011,Armstrong County,2000,0.015523442490782005,0.015359457105646538,0.07276423429288247,0.8165635131376644,0.16444005459077277
39003,Allen County,2000,0.16910003023935613,0.14310710676560365,0.08560925410449723,0.09582860574168697,0.7345398061062823
13189,McDuffie County,2000,0.06929031945580574,0.0635144443966074,0.647309704223533,0.7674540943729281,0.15895025186205708
55111,Sauk County,2000,0.06563885682227664,0.05913696505352473,0.4122491507995721,0.4384866015965715,0.49525211273099373
5137,Stone County,2000,0.038835201826487156,0.03802316232365935,0.7853997933511329,0.8068864617484695,0.151352243481191
41063,Wallowa County,2000,0.005579895837375154,0.005429111743505202,0.48234029736966877,0.9446648906422883,0.028605754535655187
42007,Beaver County,2000,0.21125087055358013,0.1708875688546913,0.614855901893509,0.6213565683517492,0.16572781477658258
28061,Jasper County,2000,0.03851236315020596,0.037168200086650234,0.7237943714527237,0.8514754035716627,0.10935590164010615
29083,Henry County,2000,0.0453161370243459,0.04200991018891297,0.26148912576549216,0.30083367466208455,0.6520214987162709
8109,Saguache County,2000,0.005685356325101484,0.005326183061893395,0.39375117485300215,0.9404642075892049,0.04528039751871046
37037,Chatham County,2000,0.07089802705404688,0.06739334462285516,0.6805888233733908,0.7460168730744905,0.18170893436435231
49033,Rich County,2000,0.009200991109955951,0.009000903436404398,0.14179388738917018,0.9027313657369462,0.08801559331909962
40001,Adair County,2000,0.041103552304095334,0.03937069160570179,0.609293008522513,0.6273396183724262,0.3309709631193906
39085,Lake County,2000,0.46454872202052283,0.4016498269560632,0.3583267166504028,0.3926854843108851,0.13918520853158128
51775,Salem city,2000,0.8469598688431107,0.538859980516549,0.1185639271033811,0.1189678523059377,0.03390595670872241
51121,Montgomery County,2000,0.12691165622946957,0.10434687524927827,0.6392691362804859,0.6452527110272192,0.22689364097296727
47065,Hamilton County,2000,0.28157975676333763,0.23732875395676079,0.5430469941433533,0.5624521023695711,0.15444759134190258
35035,Otero County,2000,0.006760120397371948,0.006372636651997801,0.17466198218099177,0.9604950121890357,0.0005882788815275659
35003,Catron County,2000,0.002939510096027574,0.002863379332262989,0.49290958288215325,0.9950467359135644,1.399241310297709e-05
1091,Marengo County,2000,0.03353702583204238,0.031759722955314956,0.6796996250856467,0.7802145065105787,0.18446401265639908
56023,Lincoln County,2000,0.006813508057813939,0.006553958022960078,0.2395497655014447,0.9540184738253379,0.02978287638036721
29011,Barton County,2000,0.04242713976085241,0.0407935218397412,0.1471188786987368,0.14930563906135894,0.8075345860670282
48057,Calhoun County,2000,0.057831635467617964,0.04795295829093777,0.039460905501139405,0.44381310809540736,0.4806403807360006
51735,Poquoson city,2000,0.2896635457283616,0.2724088818324033,0.1934436946928483,0.701534007331481,0.004646384459128161
54075,Pocahontas County,2000,0.03526039460957915,0.03450623870754174,0.8937894022417552,0.9115980596852075,0.04876825517765568
48077,Clay County,2000,0.025350783843453677,0.023689702822471768,0.05488365444177957,0.8629209485538207,0.10787782525135406
51095,James City County,2000,0.17534185060721352,0.15819873968033082,0.6479025102764906,0.7339931013042384,0.0890958168638075
31101,Keith County,2000,0.024395834920717265,0.02342508547555861,0.018383283915031863,0.6515735770690435,0.3168410762544116
31137,Phelps County,2000,0.0459966093422563,0.0439694453446889,0.01154515088168722,0.13434157842477737,0.8193067357365771
22019,Calcasieu Parish,2000,0.14095278361953803,0.11712172566429041,0.34192396172059863,0.4977405766507086,0.3603111306556632
22111,Union Parish,2000,0.0491721011667916,0.04764643072268892,0.7811341648072352,0.900058493927792,0.049364046734986095
40135,Sequoyah County,2000,0.04752373433194405,0.043505135962235056,0.516057409136341,0.5316073467060154,0.4191787195452725
1049,DeKalb County,2000,0.08547236545202909,0.07889532644664596,0.45515127413878675,0.4861646806280422,0.42751336367349374
36101,Steuben County,2000,0.06535632557616076,0.06139879203191237,0.6077425002188348,0.6181470319748903,0.31515787367604947
