STATEFP,COUNTYFP,NAMELSAD,pct_sub_2008,pct_urban_2008,pct_forest_2008,pct_agri_2008,unique
31,039,Cuming County,0.04185742196594009,0.00038760791494152927,0.01202431105867755,0.844522664783251,15
53,069,Wahkiakum County,0.060519601723521464,0.00018180606141408753,0.4953378865651381,0.0281278217815782,15
35,011,De Baca County,0.004149490628626617,2.7390359665194536e-05,3.45356708822018e-05,0.006674167258635853,13
31,109,Lancaster County,0.11951063897923607,0.011511430549180388,0.04880964795665744,0.5548256616465476,15
31,129,Nuckolls County,0.037236206074577415,0.00027518451242252893,0.026521510859529168,0.5892153017072302,14
46,099,Minnehaha County,0.09677652124235611,0.00723805392333094,0.013278020346138836,0.816669555853678,15
48,327,Menard County,0.008542607511455745,4.5060415618787344e-05,0.008693194028609127,0.006442484038214314,15
06,091,Sierra County,0.01465436416615021,7.295400141863029e-05,0.6390990830909961,0.0017527018261614493,16
21,053,Clinton County,0.06005961302284038,0.0013025546988392038,0.5314964492697235,0.35358777696203647,15
39,063,Hancock County,0.09791114129603137,0.004873938526514291,0.061994414342728066,0.8166702371983416,15
48,189,Hale County,0.04656832145086572,0.0010420143073786579,0.00014352337788322038,0.6617402987707136,15
01,027,Clay County,0.041698324073601536,0.00018521374985592894,0.7239208431984981,0.10071556730168797,15
48,011,Armstrong County,0.01549900923308823,2.5097146872686356e-05,0.07214136842573583,0.16650397884842882,15
39,003,Allen County,0.15925142358830519,0.010598654434668679,0.08179472484410352,0.7263174437504324,15
13,189,McDuffie County,0.06686500946042931,0.0015019247080315782,0.5954485548378678,0.14486070333398576,15
05,137,Stone County,0.03857644405150138,0.00022801338210539577,0.7695844969141239,0.14782734598693598,15
41,063,Wallowa County,0.005562285490224099,1.1247187376156889e-05,0.4670298626056822,0.029600943175901378,15
42,007,Beaver County,0.1956791393965101,0.015305200105493735,0.5947044962400249,0.16006952569296784,15
28,061,Jasper County,0.03879179912008871,0.0003010654743037797,0.5233307791492413,0.09243325527172314,15
29,083,Henry County,0.042557754749846854,0.0007843457308673972,0.17790697839941277,0.6177745174470661,15
08,109,Saguache County,0.005668105212887705,1.49068361106267e-05,0.3662195310024376,0.04625711815125418,15
37,037,Chatham County,0.06944338923932591,0.0009680655990659515,0.6217378027410716,0.16975116057585934,15
49,033,Rich County,0.008720731255625376,3.134537550160597e-05,0.12997359951740917,0.08214663366659651,15
40,001,Adair County,0.04060091179299626,0.0005561768738766612,0.5998000411715348,0.32578361348837265,14
51,775,Salem city,0.7613379896894971,0.09291331100182929,0.11346304611218017,0.030052502791438007,13
51,121,Montgomery County,0.12530551979875418,0.005224857215801868,0.6197717952334448,0.2220274195650505,15
35,035,Otero County,0.006771473886132267,9.228941835747698e-05,0.1708848698944681,0.0008201697684825554,15
35,003,Catron County,0.002938930981907733,1.1533478805602965e-06,0.4812142947942139,1.7801673808648052e-05,15
56,023,Lincoln County,0.006839986842458125,2.0282846414892327e-05,0.2305774348156841,0.031183815544569816,16
29,011,Barton County,0.04196393889610696,0.0005707160914566713,0.11613955988471535,0.7992197495721085,15
48,057,Calhoun County,0.026984919093698673,0.0017121103880480696,0.005241655564981285,0.23542258134963967,16
51,735,Poquoson city,0.056135238314569916,0.0007971868163015847,0.015824158303586456,0.0008326173414705439,15
51,095,James City County,0.15418634707112888,0.0042168136956209565,0.40205271308201923,0.06494048335202729,15
31,101,Keith County,0.02345182658616761,0.0001994421256209867,0.0017223408681963073,0.30757451135896485,15
31,137,Phelps County,0.04539372283697265,0.0005092615514601725,0.00018904406076930644,0.8195072894489622,15
22,019,Calcasieu Parish,0.12865253592154569,0.009240847997149334,0.15335990271654953,0.33260701036637863,15
22,111,Union Parish,0.04763842179160138,0.0002794267452848656,0.5147313165989467,0.043108868191180094,15
40,135,Sequoyah County,0.044488863673299385,0.0007206230542934245,0.4642238145239849,0.391288586907335,15
01,049,DeKalb County,0.08492763712797718,0.0019011152316816837,0.43217258199117276,0.4157703309993351,15
36,101,Steuben County,0.0638728932419158,0.0008179662512817073,0.5890515279139337,0.30757461498043936,15
42,053,Forest County,0.03756377875341142,8.314142194433076e-05,0.8743369875199075,0.029396546644355707,15
13,025,Brantley County,0.04968810898003711,0.00016394869260630247,0.31630287151084546,0.04738816523541789,15
13,171,Lamar County,0.0737857578284821,0.0017483890511576766,0.5327238592462666,0.24606472218378467,15
18,151,Steuben County,0.09249836204072484,0.003882610045000776,0.05692016241659339,0.5806727271159847,15
48,361,Orange County,0.16757965323296128,0.00858448475237662,0.12796156025940233,0.1393312415366008,15
39,047,Fayette County,0.05738905783899065,0.0023930961353589133,0.04929112104131698,0.8842827456317245,15
25,015,Hampshire County,0.10239442723668948,0.003600244732515009,0.6679292060214396,0.08599225013702472,15
37,001,Alamance County,0.16402204469596518,0.008195940760681251,0.4533734834668781,0.30209907949710435,15
20,073,Greenwood County,0.0281030183740881,7.476371801175539e-05,0.07551738452397067,0.19432748377582099,15
25,025,Suffolk County,0.26018151862878286,0.1731392895337746,0.022484608492065787,0.002017515969592739,16
16,051,Jefferson County,0.02461631775034216,5.2482797741668354e-05,0.0010534271738327685,0.3829883453619506,15
48,177,Gonzales County,0.035381622239616994,0.00046381255217079213,0.15385227505253618,0.45330206604456885,15
47,115,Marion County,0.05390682014872531,0.0008912124015529071,0.7296147032411916,0.11545337887514616,15
26,007,Alpena County,0.02047091993155653,0.0009055679409677133,0.08006290796174022,0.06382255050740097,15
21,231,Wayne County,0.052867897363315805,0.0006904456532426902,0.6801916022573697,0.20006847039014486,15
47,185,White County,0.06918819019219603,0.0015743113418188012,0.5079961095552181,0.37240293578384953,15
48,147,Fannin County,0.04696295454396091,0.0007793590467696611,0.21132034478906084,0.32075998331491246,15
20,043,Doniphan County,0.0460504043305424,0.0008751478938863546,0.16154898559626976,0.758462671408578,15
48,265,Kerr County,0.0407355905427301,0.0008827864795899954,0.2534642229831404,0.003997801977780644,15
12,053,Hernando County,0.16868444252313863,0.003436978606313918,0.2237654733252865,0.09337740463428673,16
12,129,Wakulla County,0.038199580605049036,0.00024141928769561311,0.2651833592754844,0.002619607718292116,16
12,131,Walton County,0.052857647216611965,0.0006232643271901035,0.3093072495897501,0.05731566365816713,16
28,017,Chickasaw County,0.04213396035796638,0.0005699179786725253,0.3564103023528585,0.42987183392300665,15
