State,County,Winning Party,Dem. Candidate (1982),Dem. Votes,Dem. %,Rep. Candidate (1982),Rep. Votes,Rep. %,Highest Other (1982),Other Votes,Other %,Year
LA,BEAUREGARD,D,"Kathleen, Babineaux",4256,50.5,"Jindal, Bobby",4165,49.5,,,,2003
LA,BIENVILLE,D,"Kathleen, Babineaux",3260,62.5,"Jindal, Bobby",1953,37.5,,,,2003
LA,BOSSIER,R,"Kathleen, Babineaux",9051,37.1,"Jindal, Bobby",15331,62.9,,,,2003
LA,CADDO,D,"Kathleen, Babineaux",34292,51,"Jindal, Bobby",33004,49,,,,2003
LA,CALCASIEU,D,"Kathleen, Babineaux",27683,52.7,"Jindal, Bobby",24835,47.3,,,,2003
LA,CALDWELL,D,"Kathleen, Babineaux",2485,64.9,"Jindal, Bobby",1346,35.1,,,,2003
LA,CAMERON,D,"Kathleen, Babineaux",2854,61.5,"Jindal, Bobby",1783,38.5,,,,2003
LA,CATAHOULA,D,"Kathleen, Babineaux",2429,70.6,"Jindal, Bobby",1010,29.4,,,,2003
LA,CLAIBORNE,D,"Kathleen, Babineaux",2350,53.1,"Jindal, Bobby",2074,46.9,,,,2003
LA,CONCORDIA,D,"Kathleen, Babineaux",5554,64,"Jindal, Bobby",3119,36,,,,2003
LA,DE SOTO,D,"Kathleen, Babineaux",4180,55,"Jindal, Bobby",3425,45,,,,2003
LA,EAST BATON ROUGE,R,"Kathleen, Babineaux",62638,47,"Jindal, Bobby",70547,53,,,,2003
LA,EAST CARROLL,D,"Kathleen, Babineaux",1573,69.3,"Jindal, Bobby",696,30.7,,,,2003
LA,EAST FELICIANA,D,"Kathleen, Babineaux",4432,61.8,"Jindal, Bobby",2735,38.2,,,,2003
LA,EVANGELINE,D,"Kathleen, Babineaux",7949,69.8,"Jindal, Bobby",3442,30.2,,,,2003
LA,FRANKLIN,D,"Kathleen, Babineaux",4038,61.4,"Jindal, Bobby",2541,38.6,,,,2003
LA,GRANT,D,"Kathleen, Babineaux",3505,59.9,"Jindal, Bobby",2344,40.1,,,,2003
LA,IBERIA,D,"Kathleen, Babineaux",14383,60.4,"Jindal, Bobby",9446,39.6,,,,2003
LA,IBERVILLE,D,"Kathleen, Babineaux",8499,66.7,"Jindal, Bobby",4240,33.3,,,,2003
LA,JACKSON,D,"Kathleen, Babineaux",3592,56.9,"Jindal, Bobby",2717,43.1,,,,2003
LA,JEFFERSON,R,"Kathleen, Babineaux",52319,37.4,"Jindal, Bobby",87712,62.6,,,,2003
LA,JEFFERSON DAVIS,D,"Kathleen, Babineaux",5202,57.2,"Jindal, Bobby",3886,42.8,,,,2003
LA,LA SALLE,D,"Kathleen, Babineaux",2974,60.8,"Jindal, Bobby",1917,39.2,,,,2003
LA,LAFAYETTE,R,"Kathleen, Babineaux",32734,48.4,"Jindal, Bobby",34951,51.6,,,,2003
LA,LAFOURCHE,D,"Kathleen, Babineaux",15695,53.9,"Jindal, Bobby",13429,46.1,,,,2003
LA,LINCOLN,D,"Kathleen, Babineaux",5680,52.2,"Jindal, Bobby",5194,47.8,,,,2003
LA,LIVINGSTON,R,"Kathleen, Babineaux",13451,43,"Jindal, Bobby",17812,57,,,,2003
LA,MADISON,D,"Kathleen, Babineaux",2747,74.3,"Jindal, Bobby",948,25.7,,,,2003
LA,MOREHOUSE,D,"Kathleen, Babineaux",4917,57.8,"Jindal, Bobby",3594,42.2,,,,2003
LA,NATCHITOCHES,D,"Kathleen, Babineaux",6130,56.7,"Jindal, Bobby",4681,43.3,,,,2003
LA,ORLEANS,D,"Kathleen, Babineaux",92746,68.3,"Jindal, Bobby",43005,31.7,,,,2003
LA,OUACHITA,R,"Kathleen, Babineaux",20194,47.3,"Jindal, Bobby",22491,52.7,,,,2003
LA,PLAQUEMINES,R,"Kathleen, Babineaux",4956,46.8,"Jindal, Bobby",5645,53.2,,,,2003
LA,POINTE COUPEE,D,"Kathleen, Babineaux",6098,64.5,"Jindal, Bobby",3351,35.5,,,,2003
LA,RAPIDES,D,"Kathleen, Babineaux",20875,56.3,"Jindal, Bobby",16192,43.7,,,,2003
LA,RED RIVER,D,"Kathleen, Babineaux",2129,61.8,"Jindal, Bobby",1318,38.2,,,,2003
LA,RICHLAND,D,"Kathleen, Babineaux",3731,57.4,"Jindal, Bobby",2773,42.6,,,,2003
LA,SABINE,R,"Kathleen, Babineaux",3058,49.3,"Jindal, Bobby",3140,50.7,,,,2003
LA,ST. BERNARD,R,"Kathleen, Babineaux",10574,42.3,"Jindal, Bobby",14428,57.7,,,,2003
LA,ST. CHARLES,R,"Kathleen, Babineaux",7900,42.4,"Jindal, Bobby",10727,57.6,,,,2003
LA,ST. HELENA,D,"Kathleen, Babineaux",3918,74.8,"Jindal, Bobby",1322,25.2,,,,2003
LA,ST. JAMES,D,"Kathleen, Babineaux",5727,62.5,"Jindal, Bobby",3442,37.5,,,,2003
LA,ST. JOHN THE BAPTIST,D,"Kathleen, Babineaux",9482,53.8,"Jindal, Bobby",8135,46.2,,,,2003
LA,ST. LANDRY,D,"Kathleen, Babineaux",19500,68.3,"Jindal, Bobby",9049,31.7,,,,2003
LA,ST. MARTIN,D,"Kathleen, Babineaux",11407,64.6,"Jindal, Bobby",6259,35.4,,,,2003
LA,ST. MARY,D,"Kathleen, Babineaux",9767,57.9,"Jindal, Bobby",7088,42.1,,,,2003
LA,ST. TAMMANY,R,"Kathleen, Babineaux",17067,25.6,"Jindal, Bobby",49675,74.4,,,,2003
LA,TANGIPAHOA,D,"Kathleen, Babineaux",17914,51.7,"Jindal, Bobby",16711,48.3,,,,2003
LA,TENSAS,D,"Kathleen, Babineaux",2038,68.9,"Jindal, Bobby",919,31.1,,,,2003
LA,TERREBONNE,D,"Kathleen, Babineaux",16097,52.4,"Jindal, Bobby",14626,47.6,,,,2003
LA,UNION,D,"Kathleen, Babineaux",3612,50.8,"Jindal, Bobby",3501,49.2,,,,2003
LA,VERMILION,D,"Kathleen, Babineaux",14305,64.5,"Jindal, Bobby",7863,35.5,,,,2003
LA,VERNON,D,"Kathleen, Babineaux",5441,56.8,"Jindal, Bobby",4133,43.2,,,,2003
LA,WASHINGTON,D,"Kathleen, Babineaux",8605,57,"Jindal, Bobby",6501,43,,,,2003
LA,WEBSTER,D,"Kathleen, Babineaux",6927,52.6,"Jindal, Bobby",6251,47.4,,,,2003
LA,WEST BATON ROUGE,D,"Kathleen, Babineaux",4923,54.4,"Jindal, Bobby",4120,45.6,,,,2003
LA,WEST CARROLL,D,"Kathleen, Babineaux",2429,55.5,"Jindal, Bobby",1950,44.5,,,,2003
LA,WEST FELICIANA,D,"Kathleen, Babineaux",2571,61.5,"Jindal, Bobby",1612,38.5,,,,2003
LA,WINN,D,"Kathleen, Babineaux",3045,61.5,"Jindal, Bobby",1908,38.5,,,,2003
MS,ADAMS,D,"Musgrove, Ronnie",7464,58.9,"Barbour, Haley",5123,40.4,"Cripps, John",24,0.2,2003
MS,ALCORN,R,"Musgrove, Ronnie",4401,42.6,"Barbour, Haley",5613,54.3,"Cripps, John",227,2.2,2003
MS,AMITE,R,"Musgrove, Ronnie",2811,47.6,"Barbour, Haley",2974,50.3,"Cripps, John",56,0.9,2003
MS,ATTALA,R,"Musgrove, Ronnie",3109,45.4,"Barbour, Haley",3636,53.2,"Cripps, John",50,0.7,2003
MS,BENTON,D,"Musgrove, Ronnie",1902,62.3,"Barbour, Haley",1091,35.7,"Cripps, John",23,0.8,2003
MS,BOLIVAR,D,"Musgrove, Ronnie",7176,63,"Barbour, Haley",3995,35.1,"Cripps, John",157,1.4,2003
MS,CALHOUN,R,"Musgrove, Ronnie",2440,41.6,"Barbour, Haley",3303,56.3,"Cripps, John",47,0.8,2003
MS,CARROLL,R,"Musgrove, Ronnie",1712,36.5,"Barbour, Haley",2919,62.3,"Cripps, John",29,0.6,2003
MS,CHICKASAW,D,"Musgrove, Ronnie",3850,56.4,"Barbour, Haley",2873,42.1,"Cripps, John",46,0.7,2003
MS,CHOCTAW,R,"Musgrove, Ronnie",1290,37.5,"Barbour, Haley",2117,61.5,"Cripps, John",21,0.6,2003
MS,CLAIBORNE,D,"Musgrove, Ronnie",3683,81.2,"Barbour, Haley",804,17.7,"Cripps, John",18,0.4,2003
MS,CLARKE,R,"Musgrove, Ronnie",2938,40.7,"Barbour, Haley",4142,57.4,"Cripps, John",63,0.9,2003
MS,CLAY,D,"Musgrove, Ronnie",4827,58,"Barbour, Haley",3375,40.6,"Cripps, John",37,0.4,2003
MS,COAHOMA,D,"Musgrove, Ronnie",4090,61.9,"Barbour, Haley",2414,36.5,"Cripps, John",76,1.2,2003
MS,COPIAH,D,"Musgrove, Ronnie",5357,51.3,"Barbour, Haley",4951,47.4,"Cripps, John",58,0.6,2003
MS,COVINGTON,R,"Musgrove, Ronnie",3164,43.4,"Barbour, Haley",3931,53.9,"Cripps, John",141,1.9,2003
MS,DE SOTO,R,"Musgrove, Ronnie",8876,31.8,"Barbour, Haley",18689,66.9,"Cripps, John",202,0.7,2003
MS,FORREST,R,"Musgrove, Ronnie",7562,39.9,"Barbour, Haley",11134,58.7,"Cripps, John",110,0.6,2003
MS,FRANKLIN,R,"Musgrove, Ronnie",1537,41.9,"Barbour, Haley",2024,55.2,"Cripps, John",13,0.4,2003
MS,GEORGE,R,"Musgrove, Ronnie",2492,40.8,"Barbour, Haley",3485,57.1,"Cripps, John",49,0.8,2003
MS,GREENE,R,"Musgrove, Ronnie",1815,44.8,"Barbour, Haley",2176,53.7,"Cripps, John",26,0.6,2003
MS,GRENADA,R,"Musgrove, Ronnie",3215,44.4,"Barbour, Haley",3979,54.9,"Cripps, John",20,0.3,2003
MS,HANCOCK,R,"Musgrove, Ronnie",5328,41.8,"Barbour, Haley",7085,55.6,"Cripps, John",91,0.7,2003
MS,HARRISON,R,"Musgrove, Ronnie",19310,44.1,"Barbour, Haley",23641,54,"Cripps, John",283,0.6,2003
MS,HINDS,D,"Musgrove, Ronnie",42700,58.9,"Barbour, Haley",29057,40.1,"Cripps, John",226,0.3,2003
MS,HOLMES,D,"Musgrove, Ronnie",5052,74.4,"Barbour, Haley",1663,24.5,"Cripps, John",47,0.7,2003
MS,HUMPHREYS,D,"Musgrove, Ronnie",2901,62,"Barbour, Haley",1701,36.3,"Cripps, John",47,1,2003
MS,ISSAQUENA,D,"Musgrove, Ronnie",603,63.3,"Barbour, Haley",330,34.7,"Cripps, John",6,0.6,2003
MS,ITAWAMBA,R,"Musgrove, Ronnie",3301,43.8,"Barbour, Haley",4047,53.7,"Cripps, John",111,1.5,2003
MS,JACKSON,R,"Musgrove, Ronnie",13908,38.2,"Barbour, Haley",21818,60,"Cripps, John",185,0.5,2003
MS,JASPER,D,"Musgrove, Ronnie",3697,56.6,"Barbour, Haley",2770,42.4,"Cripps, John",24,0.4,2003
MS,JEFFERSON,D,"Musgrove, Ronnie",2914,84.4,"Barbour, Haley",503,14.6,"Cripps, John",14,0.4,2003
MS,JEFFERSON DAVIS,D,"Musgrove, Ronnie",3378,59.6,"Barbour, Haley",2226,39.3,"Cripps, John",34,0.6,2003
MS,JONES,R,"Musgrove, Ronnie",8298,37.6,"Barbour, Haley",13341,60.5,"Cripps, John",240,1.1,2003
MS,KEMPER,D,"Musgrove, Ronnie",2759,58.9,"Barbour, Haley",1872,40,"Cripps, John",26,0.6,2003
MS,LAFAYETTE,R,"Musgrove, Ronnie",4716,42.7,"Barbour, Haley",6172,55.9,"Cripps, John",40,0.4,2003
MS,LAMAR,R,"Musgrove, Ronnie",3640,24.5,"Barbour, Haley",10838,72.9,"Cripps, John",220,1.5,2003
MS,LAUDERDALE,R,"Musgrove, Ronnie",7707,33.9,"Barbour, Haley",14786,65,"Cripps, John",97,0.4,2003
MS,LAWRENCE,R,"Musgrove, Ronnie",2644,48.4,"Barbour, Haley",2726,49.9,"Cripps, John",47,0.9,2003
MS,LEAKE,R,"Musgrove, Ronnie",3061,46.1,"Barbour, Haley",3500,52.8,"Cripps, John",37,0.6,2003
MS,LEE,R,"Musgrove, Ronnie",9690,41.5,"Barbour, Haley",13249,56.8,"Cripps, John",169,0.7,2003
MS,LEFLORE,D,"Musgrove, Ronnie",5468,57.6,"Barbour, Haley",3808,40.1,"Cripps, John",130,1.4,2003
MS,LINCOLN,R,"Musgrove, Ronnie",5175,40.8,"Barbour, Haley",7274,57.4,"Cripps, John",108,0.9,2003
MS,LOWNDES,R,"Musgrove, Ronnie",8732,46.4,"Barbour, Haley",9938,52.8,"Cripps, John",51,0.3,2003
MS,MADISON,R,"Musgrove, Ronnie",11713,39,"Barbour, Haley",18020,60,"Cripps, John",81,0.3,2003
MS,MARION,R,"Musgrove, Ronnie",3804,38,"Barbour, Haley",6066,60.7,"Cripps, John",48,0.5,2003
MS,MARSHALL,D,"Musgrove, Ronnie",5043,61.2,"Barbour, Haley",3094,37.5,"Cripps, John",49,0.6,2003
MS,MONROE,D,"Musgrove, Ronnie",6680,51.1,"Barbour, Haley",6181,47.3,"Cripps, John",111,0.8,2003
MS,MONTGOMERY,R,"Musgrove, Ronnie",2242,47.5,"Barbour, Haley",2430,51.5,"Cripps, John",21,0.4,2003
MS,NESHOBA,R,"Musgrove, Ronnie",3276,36.6,"Barbour, Haley",5559,62.1,"Cripps, John",50,0.6,2003
MS,NEWTON,R,"Musgrove, Ronnie",2687,35.3,"Barbour, Haley",4819,63.4,"Cripps, John",28,0.4,2003
MS,NOXUBEE,D,"Musgrove, Ronnie",3819,72.9,"Barbour, Haley",1368,26.1,"Cripps, John",24,0.5,2003
MS,OKTIBBEHA,R,"Musgrove, Ronnie",6107,46.6,"Barbour, Haley",6828,52.1,"Cripps, John",39,0.3,2003
MS,PANOLA,D,"Musgrove, Ronnie",6624,61.1,"Barbour, Haley",4140,38.2,"Cripps, John",44,0.4,2003
MS,PEARL RIVER,R,"Musgrove, Ronnie",5138,36,"Barbour, Haley",8782,61.5,"Cripps, John",161,1.1,2003
MS,PERRY,R,"Musgrove, Ronnie",1485,36.8,"Barbour, Haley",2503,62,"Cripps, John",26,0.6,2003
MS,PIKE,D,"Musgrove, Ronnie",7452,54.4,"Barbour, Haley",6048,44.1,"Cripps, John",68,0.5,2003
MS,PONTOTOC,R,"Musgrove, Ronnie",3217,35.9,"Barbour, Haley",5533,61.7,"Cripps, John",94,1,2003
MS,PRENTISS,D,"Musgrove, Ronnie",4347,49.7,"Barbour, Haley",4226,48.4,"Cripps, John",93,1.1,2003
MS,QUITMAN,D,"Musgrove, Ronnie",2475,66.7,"Barbour, Haley",1175,31.7,"Cripps, John",28,0.8,2003
MS,RANKIN,R,"Musgrove, Ronnie",9151,23.7,"Barbour, Haley",28633,74.2,"Cripps, John",321,0.8,2003
MS,SCOTT,R,"Musgrove, Ronnie",3612,43.8,"Barbour, Haley",4582,55.5,"Cripps, John",31,0.4,2003
MS,SHARKEY,D,"Musgrove, Ronnie",1561,59.8,"Barbour, Haley",1011,38.7,"Cripps, John",20,0.8,2003
MS,SIMPSON,R,"Musgrove, Ronnie",4240,41.8,"Barbour, Haley",5655,55.7,"Cripps, John",135,1.3,2003
MS,SMITH,R,"Musgrove, Ronnie",2482,34.8,"Barbour, Haley",4499,63.1,"Cripps, John",78,1.1,2003
MS,STONE,R,"Musgrove, Ronnie",2124,39.1,"Barbour, Haley",3056,56.2,"Cripps, John",180,3.3,2003
MS,SUNFLOWER,D,"Musgrove, Ronnie",4307,60.2,"Barbour, Haley",2772,38.7,"Cripps, John",24,0.3,2003
MS,TALLAHATCHIE,D,"Musgrove, Ronnie",2928,56.8,"Barbour, Haley",2150,41.7,"Cripps, John",32,0.6,2003
MS,TATE,R,"Musgrove, Ronnie",3247,44.9,"Barbour, Haley",3898,53.9,"Cripps, John",44,0.6,2003
MS,TIPPAH,R,"Musgrove, Ronnie",3271,44.7,"Barbour, Haley",3891,53.2,"Cripps, John",69,0.9,2003
MS,TISHOMINGO,R,"Musgrove, Ronnie",2948,42.3,"Barbour, Haley",3777,54.2,"Cripps, John",99,1.4,2003
MS,TUNICA,D,"Musgrove, Ronnie",1882,67.9,"Barbour, Haley",823,29.7,"Cripps, John",41,1.5,2003
MS,UNION,R,"Musgrove, Ronnie",3599,41.3,"Barbour, Haley",4906,56.4,"Cripps, John",121,1.4,2003
MS,WALTHALL,R,"Musgrove, Ronnie",2478,48.7,"Barbour, Haley",2552,50.2,"Cripps, John",19,0.4,2003
MS,WARREN,R,"Musgrove, Ronnie",7171,45.1,"Barbour, Haley",8525,53.6,"Cripps, John",65,0.4,2003
MS,WASHINGTON,D,"Musgrove, Ronnie",8720,61.3,"Barbour, Haley",5383,37.9,"Cripps, John",37,0.3,2003
MS,WAYNE,R,"Musgrove, Ronnie",3646,47.8,"Barbour, Haley",3867,50.7,"Cripps, John",49,0.6,2003
MS,WEBSTER,R,"Musgrove, Ronnie",1558,32.6,"Barbour, Haley",3136,65.7,"Cripps, John",23,0.5,2003
MS,WILKINSON,D,"Musgrove, Ronnie",2775,65.7,"Barbour, Haley",1321,31.3,"Cripps, John",75,1.8,2003
MS,WINSTON,R,"Musgrove, Ronnie",4325,48.8,"Barbour, Haley",4437,50,"Cripps, John",45,0.5,2003
MS,YALOBUSHA,D,"Musgrove, Ronnie",2406,52.2,"Barbour, Haley",2154,46.7,"Cripps, John",32,0.7,2003
MS,YAZOO,R,"Musgrove, Ronnie",4554,44.6,"Barbour, Haley",5511,53.9,"Cripps, John",86,0.8,2003
DE,KENT,R,"Minner, Ruth",22324,40.7,"Lee, William",28562,52,"Infante, Frank",4006,7.3,2004
DE,NEW CASTLE,D,"Minner, Ruth",129092,55.3,"Lee, William",99586,42.6,"Infante, Frank",4945,2.1,2004
DE,SUSSEX,R,"Minner, Ruth",34271,44.8,"Lee, William",38967,50.9,"Infante, Frank",3255,4.3,2004
IN,ADAMS,R,"Kernan, Joseph",4816,36.3,"Daniels, Mitch",8350,62.9,"Giveiden, Kenn",99,0.7,2004
IN,ALLEN,R,"Kernan, Joseph",53899,41.9,"Daniels, Mitch",73689,57.2,"Giveiden, Kenn",1183,0.9,2004
IN,BARTHOLOMEW,R,"Kernan, Joseph",11008,38.8,"Daniels, Mitch",16858,59.4,"Giveiden, Kenn",519,1.8,2004
IN,BENTON,R,"Kernan, Joseph",1498,37.5,"Daniels, Mitch",2432,60.8,"Giveiden, Kenn",69,1.7,2004
IN,BLACKFORD,R,"Kernan, Joseph",2567,47.9,"Daniels, Mitch",2741,51.2,"Giveiden, Kenn",46,0.9,2004
IN,BOONE,R,"Kernan, Joseph",6326,27.7,"Daniels, Mitch",16189,70.9,"Giveiden, Kenn",305,1.3,2004
IN,BROWN,R,"Kernan, Joseph",3118,42.8,"Daniels, Mitch",4010,55,"Giveiden, Kenn",164,2.2,2004
IN,CARROLL,R,"Kernan, Joseph",3387,39.4,"Daniels, Mitch",5090,59.2,"Giveiden, Kenn",115,1.3,2004
IN,CASS,R,"Kernan, Joseph",5808,41.6,"Daniels, Mitch",7946,56.9,"Giveiden, Kenn",221,1.6,2004
IN,CLARK,D,"Kernan, Joseph",20964,50.2,"Daniels, Mitch",20471,49,"Giveiden, Kenn",360,0.9,2004
IN,CLAY,R,"Kernan, Joseph",4677,44.3,"Daniels, Mitch",5724,54.3,"Giveiden, Kenn",148,1.4,2004
IN,CLINTON,R,"Kernan, Joseph",4129,35,"Daniels, Mitch",7537,63.8,"Giveiden, Kenn",148,1.3,2004
IN,CRAWFORD,,"Kernan, Joseph",2231,49.3,"Daniels, Mitch",2231,49.3,"Giveiden, Kenn",60,1.3,2004
IN,DAVIESS,R,"Kernan, Joseph",4049,38.7,"Daniels, Mitch",6223,59.5,"Giveiden, Kenn",183,1.7,2004
IN,DEARBORN,R,"Kernan, Joseph",7573,37.2,"Daniels, Mitch",12514,61.4,"Giveiden, Kenn",297,1.5,2004
IN,DECATUR,R,"Kernan, Joseph",3524,35.2,"Daniels, Mitch",6355,63.4,"Giveiden, Kenn",140,1.4,2004
IN,DEKALB,R,"Kernan, Joseph",6012,38.9,"Daniels, Mitch",9242,59.9,"Giveiden, Kenn",181,1.2,2004
IN,DELAWARE,D,"Kernan, Joseph",24132,50.6,"Daniels, Mitch",22917,48,"Giveiden, Kenn",663,1.4,2004
IN,DUBOIS,R,"Kernan, Joseph",6871,41.8,"Daniels, Mitch",9385,57.1,"Giveiden, Kenn",169,1,2004
IN,ELKHART,R,"Kernan, Joseph",22406,36.5,"Daniels, Mitch",38430,62.7,"Giveiden, Kenn",503,0.8,2004
IN,FAYETTE,R,"Kernan, Joseph",4224,45.3,"Daniels, Mitch",4981,53.4,"Giveiden, Kenn",121,1.3,2004
IN,FLOYD,R,"Kernan, Joseph",16503,49,"Daniels, Mitch",16869,50.1,"Giveiden, Kenn",279,0.8,2004
IN,FOUNTAIN,R,"Kernan, Joseph",2878,37.1,"Daniels, Mitch",4786,61.6,"Giveiden, Kenn",101,1.3,2004
IN,FRANKLIN,R,"Kernan, Joseph",3862,39.4,"Daniels, Mitch",5822,59.4,"Giveiden, Kenn",114,1.2,2004
IN,FULTON,R,"Kernan, Joseph",3513,40.3,"Daniels, Mitch",5103,58.5,"Giveiden, Kenn",110,1.3,2004
IN,GIBSON,R,"Kernan, Joseph",7101,48.8,"Daniels, Mitch",7289,50.1,"Giveiden, Kenn",166,1.1,2004
IN,GRANT,R,"Kernan, Joseph",11376,41.8,"Daniels, Mitch",15543,57.2,"Giveiden, Kenn",275,1,2004
IN,GREENE,R,"Kernan, Joseph",6123,46.6,"Daniels, Mitch",6791,51.7,"Giveiden, Kenn",213,1.6,2004
IN,HAMILTON,R,"Kernan, Joseph",27316,26.1,"Daniels, Mitch",76433,73,"Giveiden, Kenn",920,0.9,2004
IN,HANCOCK,R,"Kernan, Joseph",8746,31.3,"Daniels, Mitch",18825,67.4,"Giveiden, Kenn",359,1.3,2004
IN,HARRISON,R,"Kernan, Joseph",7809,45.3,"Daniels, Mitch",9242,53.7,"Giveiden, Kenn",171,1,2004
IN,HENDRICKS,R,"Kernan, Joseph",15691,30.1,"Daniels, Mitch",35761,68.6,"Giveiden, Kenn",641,1.2,2004
IN,HENRY,R,"Kernan, Joseph",8674,42.6,"Daniels, Mitch",11408,56,"Giveiden, Kenn",289,1.4,2004
IN,HOWARD,R,"Kernan, Joseph",16742,45.2,"Daniels, Mitch",19885,53.7,"Giveiden, Kenn",415,1.1,2004
IN,HUNTINGTON,R,"Kernan, Joseph",4953,31.7,"Daniels, Mitch",10484,67.1,"Giveiden, Kenn",183,1.2,2004
IN,JACKSON,R,"Kernan, Joseph",6527,40,"Daniels, Mitch",9587,58.8,"Giveiden, Kenn",191,1.2,2004
IN,JASPER,R,"Kernan, Joseph",4701,40.4,"Daniels, Mitch",6781,58.2,"Giveiden, Kenn",167,1.4,2004
IN,JAY,R,"Kernan, Joseph",3453,42.8,"Daniels, Mitch",4537,56.2,"Giveiden, Kenn",80,1,2004
IN,JEFFERSON,R,"Kernan, Joseph",6109,47.7,"Daniels, Mitch",6542,51.1,"Giveiden, Kenn",150,1.2,2004
IN,JENNINGS,R,"Kernan, Joseph",4482,42.8,"Daniels, Mitch",5806,55.4,"Giveiden, Kenn",190,1.8,2004
IN,JOHNSON,R,"Kernan, Joseph",16253,31.7,"Daniels, Mitch",34269,66.9,"Giveiden, Kenn",701,1.4,2004
IN,KNOX,D,"Kernan, Joseph",7797,50,"Daniels, Mitch",7569,48.5,"Giveiden, Kenn",228,1.5,2004
IN,KOSCIUSKO,R,"Kernan, Joseph",7885,27.9,"Daniels, Mitch",20047,71,"Giveiden, Kenn",316,1.1,2004
IN,LA PORTE,D,"Kernan, Joseph",25049,59.4,"Daniels, Mitch",16234,38.5,"Giveiden, Kenn",881,2.1,2004
IN,LAGRANGE,R,"Kernan, Joseph",3171,35.2,"Daniels, Mitch",5748,63.8,"Giveiden, Kenn",97,1.1,2004
IN,LAKE,D,"Kernan, Joseph",118697,64.8,"Daniels, Mitch",61720,33.7,"Giveiden, Kenn",2617,1.4,2004
IN,LAWRENCE,R,"Kernan, Joseph",5904,33.5,"Daniels, Mitch",11480,65.1,"Giveiden, Kenn",257,1.5,2004
IN,MADISON,R,"Kernan, Joseph",25972,47.4,"Daniels, Mitch",28142,51.4,"Giveiden, Kenn",623,1.1,2004
IN,MARION,D,"Kernan, Joseph",167097,52.2,"Daniels, Mitch",148825,46.5,"Giveiden, Kenn",3895,1.2,2004
IN,MARSHALL,R,"Kernan, Joseph",6756,38.2,"Daniels, Mitch",10745,60.7,"Giveiden, Kenn",204,1.2,2004
IN,MARTIN,R,"Kernan, Joseph",2205,44.4,"Daniels, Mitch",2664,53.7,"Giveiden, Kenn",94,1.9,2004
IN,MIAMI,R,"Kernan, Joseph",5062,37.8,"Daniels, Mitch",8155,60.9,"Giveiden, Kenn",179,1.3,2004
IN,MONROE,D,"Kernan, Joseph",26317,53.1,"Daniels, Mitch",22031,44.5,"Giveiden, Kenn",1192,2.4,2004
IN,MONTGOMERY,R,"Kernan, Joseph",4711,32.4,"Daniels, Mitch",9639,66.3,"Giveiden, Kenn",199,1.4,2004
IN,MORGAN,R,"Kernan, Joseph",8740,33.8,"Daniels, Mitch",16716,64.6,"Giveiden, Kenn",424,1.6,2004
IN,NEWTON,R,"Kernan, Joseph",2531,43.6,"Daniels, Mitch",3164,54.5,"Giveiden, Kenn",111,1.9,2004
IN,NOBLE,R,"Kernan, Joseph",5863,37.6,"Daniels, Mitch",9570,61.3,"Giveiden, Kenn",176,1.1,2004
IN,OHIO,R,"Kernan, Joseph",1328,46.1,"Daniels, Mitch",1512,52.5,"Giveiden, Kenn",41,1.4,2004
IN,ORANGE,R,"Kernan, Joseph",3621,42.4,"Daniels, Mitch",4818,56.4,"Giveiden, Kenn",109,1.3,2004
IN,OWEN,R,"Kernan, Joseph",3249,42.7,"Daniels, Mitch",4179,55,"Giveiden, Kenn",176,2.3,2004
IN,PARKE,R,"Kernan, Joseph",3101,44.6,"Daniels, Mitch",3745,53.9,"Giveiden, Kenn",108,1.6,2004
IN,PERRY,D,"Kernan, Joseph",4640,56.2,"Daniels, Mitch",3559,43.1,"Giveiden, Kenn",64,0.8,2004
IN,PIKE,D,"Kernan, Joseph",3510,57.3,"Daniels, Mitch",2517,41.1,"Giveiden, Kenn",99,1.6,2004
IN,PORTER,D,"Kernan, Joseph",35206,55.1,"Daniels, Mitch",27565,43.2,"Giveiden, Kenn",1108,1.7,2004
IN,POSEY,R,"Kernan, Joseph",5525,46.5,"Daniels, Mitch",6252,52.6,"Giveiden, Kenn",109,0.9,2004
IN,PULASKI,R,"Kernan, Joseph",2267,41.1,"Daniels, Mitch",3185,57.8,"Giveiden, Kenn",61,1.1,2004
IN,PUTNAM,R,"Kernan, Joseph",4984,37.8,"Daniels, Mitch",8002,60.8,"Giveiden, Kenn",185,1.4,2004
IN,RANDOLPH,R,"Kernan, Joseph",4628,41.9,"Daniels, Mitch",6274,56.8,"Giveiden, Kenn",146,1.3,2004
IN,RIPLEY,R,"Kernan, Joseph",4635,39.6,"Daniels, Mitch",6925,59.1,"Giveiden, Kenn",151,1.3,2004
IN,RUSH,R,"Kernan, Joseph",2676,36.6,"Daniels, Mitch",4529,61.9,"Giveiden, Kenn",116,1.6,2004
IN,SCOTT,D,"Kernan, Joseph",4681,54.2,"Daniels, Mitch",3862,44.7,"Giveiden, Kenn",90,1,2004
IN,SHELBY,R,"Kernan, Joseph",5885,36.9,"Daniels, Mitch",9862,61.9,"Giveiden, Kenn",194,1.2,2004
IN,SPENCER,R,"Kernan, Joseph",4612,46.5,"Daniels, Mitch",5183,52.3,"Giveiden, Kenn",114,1.2,2004
IN,ST. JOSEPH,D,"Kernan, Joseph",58327,53.7,"Daniels, Mitch",49198,45.3,"Giveiden, Kenn",1000,0.9,2004
