State,County,Winning Party,Dem. Candidate (1982),Dem. Votes,Dem. %,Rep. Candidate (1982),Rep. Votes,Rep. %,Highest Other (1982),Other Votes,Other %,Year
AK,Election District 1,D,"Sheffield, Bill",6531,73.8,"Fink, Tom",1292,14.6,"Scattered Write-Ins,",1021,11.5,1982
AK,Election District 2,D,"Sheffield, Bill",3526,74.7,"Fink, Tom",588,12.5,"Scattered Write-Ins,",604,12.8,1982
AK,Election District 3,D,"Sheffield, Bill",3705,73,"Fink, Tom",507,10,"Scattered Write-Ins,",861,17,1982
AK,Election District 4,D,"Sheffield, Bill",13875,89.3,"Fink, Tom",758,4.9,"Scattered Write-Ins,",906,5.8,1982
AK,Election District 5,R,"Sheffield, Bill",2996,29.4,"Fink, Tom",4496,44.1,"Scattered Write-Ins,",2695,26.5,1982
AK,Election District 6,R,"Sheffield, Bill",1608,36.1,"Fink, Tom",1741,39.1,"Scattered Write-Ins,",1102,24.8,1982
AK,Election District 7,R,"Sheffield, Bill",1301,26.3,"Fink, Tom",2869,58,"Scattered Write-Ins,",778,15.7,1982
AK,Election District 8,R,"Sheffield, Bill",2636,26,"Fink, Tom",6251,61.8,"Scattered Write-Ins,",1236,12.2,1982
AK,Election District 9,R,"Sheffield, Bill",2431,28,"Fink, Tom",5168,59.5,"Scattered Write-Ins,",1094,12.6,1982
AK,Election District 10,R,"Sheffield, Bill",2851,31,"Fink, Tom",5121,55.6,"Scattered Write-Ins,",1233,13.4,1982
AK,Election District 11,R,"Sheffield, Bill",2794,31,"Fink, Tom",4886,54.2,"Scattered Write-Ins,",1334,14.8,1982
AK,Election District 12,R,"Sheffield, Bill",3925,41.8,"Fink, Tom",4148,44.2,"Scattered Write-Ins,",1306,13.9,1982
AK,Election District 13,R,"Sheffield, Bill",2839,33.8,"Fink, Tom",4314,51.3,"Scattered Write-Ins,",1254,14.9,1982
AK,Election District 14,R,"Sheffield, Bill",2972,29.8,"Fink, Tom",5713,57.3,"Scattered Write-Ins,",1279,12.8,1982
AK,Election District 15,R,"Sheffield, Bill",2455,25.2,"Fink, Tom",5852,60,"Scattered Write-Ins,",1443,14.8,1982
AK,Election District 16,R,"Sheffield, Bill",1968,17.1,"Fink, Tom",7073,61.6,"Scattered Write-Ins,",2444,21.3,1982
AK,Election District 17,D,"Sheffield, Bill",1863,38.8,"Fink, Tom",1533,31.9,"Scattered Write-Ins,",1405,29.3,1982
AK,Election District 18,D,"Sheffield, Bill",1790,36.4,"Fink, Tom",1396,28.4,"Scattered Write-Ins,",1729,35.2,1982
AK,Election District 19,D,"Sheffield, Bill",2403,43.7,"Fink, Tom",1381,25.1,"Scattered Write-Ins,",1720,31.3,1982
AK,Election District 20,D,"Sheffield, Bill",4700,47.6,"Fink, Tom",2437,24.7,"Scattered Write-Ins,",2747,27.8,1982
AK,Election District 21,D,"Sheffield, Bill",3162,52.7,"Fink, Tom",1379,23,"Scattered Write-Ins,",1460,24.3,1982
AK,Election District 22,D,"Sheffield, Bill",3138,79.8,"Fink, Tom",435,11.1,"Scattered Write-Ins,",361,9.2,1982
AK,Election District 23,D,"Sheffield, Bill",3195,82.4,"Fink, Tom",397,10.2,"Scattered Write-Ins,",284,7.3,1982
AK,Election District 24,D,"Sheffield, Bill",3112,74.4,"Fink, Tom",462,11.1,"Scattered Write-Ins,",606,14.5,1982
AK,Election District 25,D,"Sheffield, Bill",3688,87.5,"Fink, Tom",298,7.1,"Scattered Write-Ins,",227,5.4,1982
AK,Election District 26,D,"Sheffield, Bill",2553,66,"Fink, Tom",695,18,"Scattered Write-Ins,",621,16.1,1982
AK,Election District 27,D,"Sheffield, Bill",1901,48.4,"Fink, Tom",1101,28,"Scattered Write-Ins,",926,23.6,1982
AL,AUTAUGA,D,"Wallace, George",5158,52.7,"Folmar, Emory",4304,43.9,"Scattered Write-Ins,",333,3.4,1982
AL,BALDWIN,D,"Wallace, George",12090,48.9,"Folmar, Emory",11955,48.3,"Scattered Write-Ins,",689,2.8,1982
AL,BARBOUR,D,"Wallace, George",6449,77.2,"Folmar, Emory",1617,19.4,"Scattered Write-Ins,",286,3.4,1982
AL,BIBB,D,"Wallace, George",3715,77.3,"Folmar, Emory",1069,22.3,"Scattered Write-Ins,",19,0.4,1982
AL,BLOUNT,D,"Wallace, George",6331,59.7,"Folmar, Emory",4077,38.5,"Scattered Write-Ins,",192,1.8,1982
AL,BULLOCK,D,"Wallace, George",3968,75.3,"Folmar, Emory",1027,19.5,"Scattered Write-Ins,",275,5.2,1982
AL,BUTLER,D,"Wallace, George",4576,61,"Folmar, Emory",2665,35.6,"Scattered Write-Ins,",255,3.4,1982
AL,CALHOUN,D,"Wallace, George",15831,57.7,"Folmar, Emory",10710,39,"Scattered Write-Ins,",891,3.2,1982
AL,CHAMBERS,D,"Wallace, George",6007,63.3,"Folmar, Emory",3218,33.9,"Scattered Write-Ins,",259,2.7,1982
AL,CHEROKEE,D,"Wallace, George",4091,77.7,"Folmar, Emory",1050,20,"Scattered Write-Ins,",121,2.3,1982
AL,CHILTON,D,"Wallace, George",6978,60.2,"Folmar, Emory",4282,36.9,"Scattered Write-Ins,",334,2.9,1982
AL,CHOCTAW,D,"Wallace, George",4968,83.8,"Folmar, Emory",933,15.7,"Scattered Write-Ins,",30,0.5,1982
AL,CLARKE,D,"Wallace, George",5740,63.2,"Folmar, Emory",2986,32.9,"Scattered Write-Ins,",356,3.9,1982
AL,CLAY,D,"Wallace, George",2924,65.4,"Folmar, Emory",1464,32.7,"Scattered Write-Ins,",84,1.9,1982
AL,CLEBURNE,D,"Wallace, George",2543,69.7,"Folmar, Emory",1072,29.4,"Scattered Write-Ins,",35,1,1982
AL,COFFEE,D,"Wallace, George",7190,61.1,"Folmar, Emory",4315,36.7,"Scattered Write-Ins,",264,2.2,1982
AL,COLBERT,D,"Wallace, George",11626,68.9,"Folmar, Emory",4566,27.1,"Scattered Write-Ins,",671,4,1982
AL,CONECUH,D,"Wallace, George",4342,71.4,"Folmar, Emory",1623,26.7,"Scattered Write-Ins,",114,1.9,1982
AL,COOSA,D,"Wallace, George",2419,67.6,"Folmar, Emory",1086,30.3,"Scattered Write-Ins,",75,2.1,1982
AL,COVINGTON,D,"Wallace, George",8356,62.2,"Folmar, Emory",4869,36.2,"Scattered Write-Ins,",215,1.6,1982
AL,CRENSHAW,D,"Wallace, George",3721,69.1,"Folmar, Emory",1554,28.9,"Scattered Write-Ins,",109,2,1982
AL,CULLMAN,D,"Wallace, George",10991,59.7,"Folmar, Emory",7079,38.5,"Scattered Write-Ins,",336,1.8,1982
AL,DALE,D,"Wallace, George",6694,60.5,"Folmar, Emory",3861,34.9,"Scattered Write-Ins,",510,4.6,1982
AL,DALLAS,D,"Wallace, George",8921,58.3,"Folmar, Emory",5700,37.2,"Scattered Write-Ins,",689,4.5,1982
AL,DEKALB,D,"Wallace, George",10087,63,"Folmar, Emory",5711,35.7,"Scattered Write-Ins,",206,1.3,1982
AL,ELMORE,D,"Wallace, George",7583,53.4,"Folmar, Emory",6174,43.5,"Scattered Write-Ins,",435,3.1,1982
AL,ESCAMBIA,D,"Wallace, George",6930,68.4,"Folmar, Emory",2828,27.9,"Scattered Write-Ins,",379,3.7,1982
AL,ETOWAH,D,"Wallace, George",20760,66.1,"Folmar, Emory",9929,31.6,"Scattered Write-Ins,",706,2.2,1982
AL,FAYETTE,D,"Wallace, George",4517,70.4,"Folmar, Emory",1838,28.6,"Scattered Write-Ins,",61,1,1982
AL,FRANKLIN,D,"Wallace, George",6717,75.4,"Folmar, Emory",2141,24,"Scattered Write-Ins,",46,0.5,1982
AL,GENEVA,D,"Wallace, George",5830,71.4,"Folmar, Emory",2139,26.2,"Scattered Write-Ins,",196,2.4,1982
AL,GREENE,D,"Wallace, George",3246,82.5,"Folmar, Emory",639,16.2,"Scattered Write-Ins,",48,1.2,1982
AL,HALE,D,"Wallace, George",3836,72.3,"Folmar, Emory",1236,23.3,"Scattered Write-Ins,",232,4.4,1982
AL,HENRY,D,"Wallace, George",3731,73.3,"Folmar, Emory",1322,26,"Scattered Write-Ins,",38,0.7,1982
AL,HOUSTON,D,"Wallace, George",10780,52.4,"Folmar, Emory",9230,44.9,"Scattered Write-Ins,",549,2.7,1982
AL,JACKSON,D,"Wallace, George",8897,77.6,"Folmar, Emory",2235,19.5,"Scattered Write-Ins,",331,2.9,1982
AL,JEFFERSON,R,"Wallace, George",97056,46.5,"Folmar, Emory",103135,49.4,"Scattered Write-Ins,",8550,4.1,1982
AL,LAMAR,D,"Wallace, George",4299,80.1,"Folmar, Emory",1047,19.5,"Scattered Write-Ins,",18,0.3,1982
AL,LAUDERDALE,D,"Wallace, George",14561,62.3,"Folmar, Emory",7901,33.8,"Scattered Write-Ins,",892,3.8,1982
AL,LAWRENCE,D,"Wallace, George",6540,80,"Folmar, Emory",1436,17.6,"Scattered Write-Ins,",196,2.4,1982
AL,LEE,R,"Wallace, George",7440,42.5,"Folmar, Emory",9324,53.2,"Scattered Write-Ins,",757,4.3,1982
AL,LIMESTONE,D,"Wallace, George",7838,67.7,"Folmar, Emory",3347,28.9,"Scattered Write-Ins,",388,3.4,1982
AL,LOWNDES,D,"Wallace, George",3702,73,"Folmar, Emory",1059,20.9,"Scattered Write-Ins,",311,6.1,1982
AL,MACON,D,"Wallace, George",5563,76,"Folmar, Emory",1239,16.9,"Scattered Write-Ins,",518,7.1,1982
AL,MADISON,R,"Wallace, George",23126,46.4,"Folmar, Emory",24973,50.1,"Scattered Write-Ins,",1758,3.5,1982
AL,MARENGO,D,"Wallace, George",5274,64.8,"Folmar, Emory",2533,31.1,"Scattered Write-Ins,",332,4.1,1982
AL,MARION,D,"Wallace, George",8010,76.8,"Folmar, Emory",2390,22.9,"Scattered Write-Ins,",28,0.3,1982
AL,MARSHALL,D,"Wallace, George",11385,62.5,"Folmar, Emory",6182,33.9,"Scattered Write-Ins,",644,3.5,1982
AL,MOBILE,D,"Wallace, George",48471,53.8,"Folmar, Emory",37555,41.7,"Scattered Write-Ins,",4046,4.5,1982
AL,MONROE,D,"Wallace, George",5453,67.5,"Folmar, Emory",2414,29.9,"Scattered Write-Ins,",215,2.7,1982
AL,MONTGOMERY,R,"Wallace, George",30909,48.3,"Folmar, Emory",31028,48.5,"Scattered Write-Ins,",2100,3.3,1982
AL,MORGAN,D,"Wallace, George",13508,55.8,"Folmar, Emory",10015,41.4,"Scattered Write-Ins,",690,2.8,1982
AL,PERRY,D,"Wallace, George",4551,72,"Folmar, Emory",1474,23.3,"Scattered Write-Ins,",295,4.7,1982
AL,PICKENS,D,"Wallace, George",4884,71.8,"Folmar, Emory",1878,27.6,"Scattered Write-Ins,",42,0.6,1982
AL,PIKE,D,"Wallace, George",6033,62.4,"Folmar, Emory",3430,35.5,"Scattered Write-Ins,",211,2.2,1982
AL,RANDOLPH,D,"Wallace, George",3928,67.7,"Folmar, Emory",1629,28.1,"Scattered Write-Ins,",247,4.3,1982
AL,RUSSELL,D,"Wallace, George",6967,71.8,"Folmar, Emory",2018,20.8,"Scattered Write-Ins,",725,7.5,1982
AL,SHELBY,R,"Wallace, George",7950,39.5,"Folmar, Emory",11741,58.4,"Scattered Write-Ins,",430,2.1,1982
AL,ST. CLAIR,D,"Wallace, George",6445,56.4,"Folmar, Emory",4636,40.5,"Scattered Write-Ins,",355,3.1,1982
AL,SUMTER,D,"Wallace, George",4848,79.8,"Folmar, Emory",1073,17.7,"Scattered Write-Ins,",152,2.5,1982
AL,TALLADEGA,D,"Wallace, George",10126,60.2,"Folmar, Emory",5951,35.4,"Scattered Write-Ins,",739,4.4,1982
AL,TALLAPOOSA,D,"Wallace, George",7414,59.3,"Folmar, Emory",4721,37.7,"Scattered Write-Ins,",374,3,1982
AL,TUSCALOOSA,D,"Wallace, George",18040,55.6,"Folmar, Emory",13153,40.6,"Scattered Write-Ins,",1227,3.8,1982
AL,WALKER,D,"Wallace, George",11776,68.3,"Folmar, Emory",4870,28.2,"Scattered Write-Ins,",604,3.5,1982
AL,WASHINGTON,D,"Wallace, George",5356,82.4,"Folmar, Emory",1111,17.1,"Scattered Write-Ins,",33,0.5,1982
AL,WILCOX,D,"Wallace, George",5446,79,"Folmar, Emory",1426,20.7,"Scattered Write-Ins,",24,0.3,1982
AL,WINSTON,D,"Wallace, George",5096,57.8,"Folmar, Emory",3622,41.1,"Scattered Write-Ins,",102,1.2,1982
AR,ARKANSAS,D,"Clinton, Bill",4717,58.1,"White, Frank",3402,41.9,,,,1982
AR,ASHLEY,D,"Clinton, Bill",4416,53.9,"White, Frank",3776,46.1,,,,1982
AR,BAXTER,R,"Clinton, Bill",5063,40.2,"White, Frank",7546,59.8,,,,1982
AR,BENTON,R,"Clinton, Bill",10081,38.3,"White, Frank",16241,61.7,,,,1982
AR,BOONE,R,"Clinton, Bill",4595,44.5,"White, Frank",5726,55.5,,,,1982
AR,BRADLEY,D,"Clinton, Bill",2939,60.5,"White, Frank",1918,39.5,,,,1982
AR,CALHOUN,D,"Clinton, Bill",1392,55.2,"White, Frank",1130,44.8,,,,1982
AR,CARROLL,R,"Clinton, Bill",2275,34.9,"White, Frank",4248,65.1,,,,1982
AR,CHICOT,D,"Clinton, Bill",3502,68.1,"White, Frank",1644,31.9,,,,1982
AR,CLARK,D,"Clinton, Bill",5358,63.9,"White, Frank",3029,36.1,,,,1982
AR,CLAY,D,"Clinton, Bill",4294,62.9,"White, Frank",2537,37.1,,,,1982
AR,CLEBURNE,D,"Clinton, Bill",4329,53,"White, Frank",3837,47,,,,1982
AR,CLEVELAND,D,"Clinton, Bill",1796,57.8,"White, Frank",1313,42.2,,,,1982
AR,COLUMBIA,D,"Clinton, Bill",4124,50.1,"White, Frank",4103,49.9,,,,1982
AR,CONWAY,D,"Clinton, Bill",4984,60.1,"White, Frank",3309,39.9,,,,1982
AR,CRAIGHEAD,D,"Clinton, Bill",10980,54.8,"White, Frank",9040,45.2,,,,1982
AR,CRAWFORD,R,"Clinton, Bill",4088,35.4,"White, Frank",7454,64.6,,,,1982
AR,CRITTENDEN,D,"Clinton, Bill",8108,62.4,"White, Frank",4888,37.6,,,,1982
AR,CROSS,D,"Clinton, Bill",3490,59,"White, Frank",2425,41,,,,1982
AR,DALLAS,D,"Clinton, Bill",2512,57.5,"White, Frank",1858,42.5,,,,1982
AR,DESHA,D,"Clinton, Bill",4169,69.3,"White, Frank",1846,30.7,,,,1982
AR,DREW,D,"Clinton, Bill",3488,58.2,"White, Frank",2502,41.8,,,,1982
AR,FAULKNER,D,"Clinton, Bill",8949,56.5,"White, Frank",6879,43.5,,,,1982
AR,FRANKLIN,R,"Clinton, Bill",2726,44.7,"White, Frank",3379,55.3,,,,1982
AR,FULTON,D,"Clinton, Bill",1984,53.1,"White, Frank",1754,46.9,,,,1982
AR,GARLAND,D,"Clinton, Bill",15378,54.9,"White, Frank",12614,45.1,,,,1982
AR,GRANT,D,"Clinton, Bill",2721,53.7,"White, Frank",2343,46.3,,,,1982
AR,GREENE,D,"Clinton, Bill",8205,65.2,"White, Frank",4381,34.8,,,,1982
AR,HEMPSTEAD,D,"Clinton, Bill",4715,63.7,"White, Frank",2686,36.3,,,,1982
AR,HOT SPRING,D,"Clinton, Bill",6491,62.6,"White, Frank",3871,37.4,,,,1982
AR,HOWARD,R,"Clinton, Bill",2068,48.1,"White, Frank",2234,51.9,,,,1982
AR,INDEPENDENCE,D,"Clinton, Bill",6196,60.4,"White, Frank",4061,39.6,,,,1982
AR,IZARD,D,"Clinton, Bill",3017,60.3,"White, Frank",1989,39.7,,,,1982
AR,JACKSON,D,"Clinton, Bill",5324,65.5,"White, Frank",2799,34.5,,,,1982
AR,JEFFERSON,D,"Clinton, Bill",19345,66.2,"White, Frank",9864,33.8,,,,1982
AR,JOHNSON,R,"Clinton, Bill",3439,49.1,"White, Frank",3558,50.9,,,,1982
AR,LAFAYETTE,D,"Clinton, Bill",1983,53.1,"White, Frank",1750,46.9,,,,1982
AR,LAWRENCE,D,"Clinton, Bill",4132,60.8,"White, Frank",2660,39.2,,,,1982
AR,LEE,D,"Clinton, Bill",3621,64.9,"White, Frank",1955,35.1,,,,1982
AR,LINCOLN,D,"Clinton, Bill",2563,63.7,"White, Frank",1460,36.3,,,,1982
AR,LITTLE RIVER,D,"Clinton, Bill",2771,60.3,"White, Frank",1821,39.7,,,,1982
AR,LOGAN,R,"Clinton, Bill",3954,46.1,"White, Frank",4623,53.9,,,,1982
AR,LONOKE,D,"Clinton, Bill",6302,54.8,"White, Frank",5197,45.2,,,,1982
AR,MADISON,R,"Clinton, Bill",2188,44.5,"White, Frank",2731,55.5,,,,1982
AR,MARION,R,"Clinton, Bill",2081,42,"White, Frank",2869,58,,,,1982
AR,MILLER,D,"Clinton, Bill",5531,51.2,"White, Frank",5277,48.8,,,,1982
AR,MISSISSIPPI,D,"Clinton, Bill",10356,62.1,"White, Frank",6324,37.9,,,,1982
AR,MONROE,D,"Clinton, Bill",3140,63.7,"White, Frank",1789,36.3,,,,1982
AR,MONTGOMERY,D,"Clinton, Bill",1655,50.7,"White, Frank",1612,49.3,,,,1982
AR,NEVADA,D,"Clinton, Bill",2557,62.3,"White, Frank",1546,37.7,,,,1982
AR,NEWTON,R,"Clinton, Bill",2079,44.9,"White, Frank",2549,55.1,,,,1982
AR,OUACHITA,D,"Clinton, Bill",7320,61.9,"White, Frank",4501,38.1,,,,1982
AR,PERRY,D,"Clinton, Bill",1752,56.2,"White, Frank",1365,43.8,,,,1982
AR,PHILLIPS,D,"Clinton, Bill",6371,64.7,"White, Frank",3471,35.3,,,,1982
AR,PIKE,R,"Clinton, Bill",1844,48.4,"White, Frank",1962,51.6,,,,1982
AR,POINSETT,D,"Clinton, Bill",5784,63.9,"White, Frank",3265,36.1,,,,1982
AR,POLK,R,"Clinton, Bill",2969,46.9,"White, Frank",3358,53.1,,,,1982
AR,POPE,D,"Clinton, Bill",7021,51.5,"White, Frank",6618,48.5,,,,1982
AR,PRAIRIE,D,"Clinton, Bill",2628,61.6,"White, Frank",1635,38.4,,,,1982
AR,PULASKI,D,"Clinton, Bill",64787,58.2,"White, Frank",46511,41.8,,,,1982
AR,RANDOLPH,D,"Clinton, Bill",3181,62.3,"White, Frank",1925,37.7,,,,1982
AR,SALINE,D,"Clinton, Bill",10761,57.3,"White, Frank",8030,42.7,,,,1982
AR,SCOTT,R,"Clinton, Bill",1833,44.7,"White, Frank",2270,55.3,,,,1982
AR,SEARCY,R,"Clinton, Bill",2066,43.8,"White, Frank",2655,56.2,,,,1982
AR,SEBASTIAN,R,"Clinton, Bill",11422,35.7,"White, Frank",20566,64.3,,,,1982
AR,SEVIER,D,"Clinton, Bill",3066,61.5,"White, Frank",1917,38.5,,,,1982
AR,SHARP,D,"Clinton, Bill",3439,55.9,"White, Frank",2714,44.1,,,,1982
AR,ST. FRANCIS,D,"Clinton, Bill",5587,58.4,"White, Frank",3983,41.6,,,,1982
AR,STONE,D,"Clinton, Bill",2409,60.4,"White, Frank",1580,39.6,,,,1982
AR,UNION,R,"Clinton, Bill",7875,49,"White, Frank",8196,51,,,,1982
AR,VAN BUREN,D,"Clinton, Bill",3220,52.4,"White, Frank",2920,47.6,,,,1982
AR,WASHINGTON,R,"Clinton, Bill",14299,48.1,"White, Frank",15406,51.9,,,,1982
AR,WHITE,D,"Clinton, Bill",9552,54.7,"White, Frank",7913,45.3,,,,1982
AR,WOODRUFF,D,"Clinton, Bill",2855,72.6,"White, Frank",1078,27.4,,,,1982
AR,YELL,D,"Clinton, Bill",3643,52.4,"White, Frank",3310,47.6,,,,1982
AZ,APACHE,D,"Babbitt, Bruce",6584,66.8,"Corbet, Leo",2723,27.6,"Scattered Write-Ins,",546,5.5,1982
AZ,COCHISE,D,"Babbitt, Bruce",13196,65.7,"Corbet, Leo",6082,30.3,"Scattered Write-Ins,",815,4.1,1982
AZ,COCONINO,D,"Babbitt, Bruce",14773,69,"Corbet, Leo",4997,23.3,"Scattered Write-Ins,",1649,7.7,1982
AZ,GILA,D,"Babbitt, Bruce",7343,62.5,"Corbet, Leo",3645,31,"Scattered Write-Ins,",769,6.5,1982
AZ,GRAHAM,D,"Babbitt, Bruce",4127,62.1,"Corbet, Leo",2123,31.9,"Scattered Write-Ins,",399,6,1982
AZ,GREENLEE,D,"Babbitt, Bruce",2578,78.5,"Corbet, Leo",580,17.7,"Scattered Write-Ins,",125,3.8,1982
AZ,MARICOPA,D,"Babbitt, Bruce",228217,58.3,"Corbet, Leo",142938,36.5,"Scattered Write-Ins,",20480,5.2,1982
AZ,MOHAVE,D,"Babbitt, Bruce",10533,57.9,"Corbet, Leo",6617,36.4,"Scattered Write-Ins,",1033,5.7,1982
AZ,NAVAJO,D,"Babbitt, Bruce",8566,61.4,"Corbet, Leo",4611,33.1,"Scattered Write-Ins,",766,5.5,1982
AZ,PIMA,D,"Babbitt, Bruce",113982,72.1,"Corbet, Leo",38235,24.2,"Scattered Write-Ins,",5875,3.7,1982
AZ,PINAL,D,"Babbitt, Bruce",14527,67.6,"Corbet, Leo",5882,27.4,"Scattered Write-Ins,",1077,5,1982
AZ,SANTA CRUZ,D,"Babbitt, Bruce",3519,73.7,"Corbet, Leo",1098,23,"Scattered Write-Ins,",161,3.4,1982
AZ,YAVAPAI,D,"Babbitt, Bruce",14339,54.3,"Corbet, Leo",9930,37.6,"Scattered Write-Ins,",2129,8.1,1982
AZ,YUMA,D,"Babbitt, Bruce",11511,61.2,"Corbet, Leo",6416,34.1,"Scattered Write-Ins,",868,4.6,1982
CA,ALAMEDA,D,"Bradley, Tom",228578,58.9,"Deukmejian, George",145964,37.6,"Scattered Write-Ins,",13480,3.5,1982
CA,ALPINE,R,"Bradley, Tom",185,44.7,"Deukmejian, George",218,52.7,"Scattered Write-Ins,",11,2.7,1982
CA,AMADOR,R,"Bradley, Tom",3643,35.7,"Deukmejian, George",6251,61.2,"Scattered Write-Ins,",321,3.1,1982
CA,BUTTE,R,"Bradley, Tom",23734,38.2,"Deukmejian, George",36074,58.1,"Scattered Write-Ins,",2245,3.6,1982
CA,CALAVERAS,R,"Bradley, Tom",3501,34.4,"Deukmejian, George",6277,61.6,"Scattered Write-Ins,",407,4,1982
CA,COLUSA,R,"Bradley, Tom",1621,33.6,"Deukmejian, George",3036,62.9,"Scattered Write-Ins,",166,3.4,1982
CA,CONTRA COSTA,R,"Bradley, Tom",119712,47.2,"Deukmejian, George",126460,49.8,"Scattered Write-Ins,",7616,3,1982
CA,DEL NORTE,R,"Bradley, Tom",2934,44.9,"Deukmejian, George",3355,51.3,"Scattered Write-Ins,",249,3.8,1982
CA,EL DORADO,R,"Bradley, Tom",12999,37.5,"Deukmejian, George",20591,59.4,"Scattered Write-Ins,",1090,3.1,1982
CA,FRESNO,R,"Bradley, Tom",68623,45,"Deukmejian, George",80171,52.6,"Scattered Write-Ins,",3659,2.4,1982
CA,GLENN,R,"Bradley, Tom",2398,29.5,"Deukmejian, George",5492,67.5,"Scattered Write-Ins,",248,3,1982
CA,HUMBOLDT,D,"Bradley, Tom",23991,50.4,"Deukmejian, George",21609,45.4,"Scattered Write-Ins,",2023,4.2,1982
CA,IMPERIAL,R,"Bradley, Tom",9133,45.7,"Deukmejian, George",10272,51.4,"Scattered Write-Ins,",581,2.9,1982
CA,INYO,R,"Bradley, Tom",2599,33.1,"Deukmejian, George",5008,63.9,"Scattered Write-Ins,",234,3,1982
CA,KERN,R,"Bradley, Tom",53799,42.4,"Deukmejian, George",70095,55.3,"Scattered Write-Ins,",2859,2.3,1982
CA,KINGS,R,"Bradley, Tom",7718,42.4,"Deukmejian, George",9938,54.6,"Scattered Write-Ins,",533,2.9,1982
CA,LAKE,R,"Bradley, Tom",7143,42.9,"Deukmejian, George",8867,53.2,"Scattered Write-Ins,",644,3.9,1982
CA,LASSEN,R,"Bradley, Tom",3003,38,"Deukmejian, George",4472,56.6,"Scattered Write-Ins,",421,5.3,1982
CA,LOS ANGELES,D,"Bradley, Tom",1173149,52.3,"Deukmejian, George",1024946,45.7,"Scattered Write-Ins,",46141,2.1,1982
CA,MADERA,R,"Bradley, Tom",7889,41.7,"Deukmejian, George",10334,54.6,"Scattered Write-Ins,",714,3.8,1982
CA,MARIN,D,"Bradley, Tom",52534,53.2,"Deukmejian, George",42260,42.8,"Scattered Write-Ins,",3874,3.9,1982
CA,MARIPOSA,R,"Bradley, Tom",2324,40.3,"Deukmejian, George",3255,56.4,"Scattered Write-Ins,",193,3.3,1982
CA,MENDOCINO,D,"Bradley, Tom",12786,48.3,"Deukmejian, George",12398,46.8,"Scattered Write-Ins,",1294,4.9,1982
CA,MERCED,R,"Bradley, Tom",14649,44.1,"Deukmejian, George",17477,52.6,"Scattered Write-Ins,",1090,3.3,1982
CA,MODOC,R,"Bradley, Tom",995,26.4,"Deukmejian, George",2599,68.8,"Scattered Write-Ins,",182,4.8,1982
CA,MONO,R,"Bradley, Tom",1249,37.6,"Deukmejian, George",1977,59.6,"Scattered Write-Ins,",92,2.8,1982
CA,MONTEREY,D,"Bradley, Tom",38301,48.8,"Deukmejian, George",37493,47.8,"Scattered Write-Ins,",2681,3.4,1982
CA,NAPA,R,"Bradley, Tom",17042,42.3,"Deukmejian, George",21812,54.2,"Scattered Write-Ins,",1393,3.5,1982
CA,NEVADA,R,"Bradley, Tom",10262,39.5,"Deukmejian, George",14753,56.8,"Scattered Write-Ins,",959,3.7,1982
CA,ORANGE,R,"Bradley, Tom",252572,36.7,"Deukmejian, George",422878,61.4,"Scattered Write-Ins,",12848,1.9,1982
CA,PLACER,R,"Bradley, Tom",20832,41.2,"Deukmejian, George",28082,55.5,"Scattered Write-Ins,",1710,3.4,1982
CA,PLUMAS,R,"Bradley, Tom",3355,42.4,"Deukmejian, George",4237,53.5,"Scattered Write-Ins,",323,4.1,1982
CA,RIVERSIDE,R,"Bradley, Tom",100370,44.7,"Deukmejian, George",119680,53.3,"Scattered Write-Ins,",4597,2,1982
CA,SACRAMENTO,R,"Bradley, Tom",146167,44.7,"Deukmejian, George",171176,52.4,"Scattered Write-Ins,",9639,2.9,1982
CA,SAN BENITO,D,"Bradley, Tom",3782,48.9,"Deukmejian, George",3608,46.7,"Scattered Write-Ins,",341,4.4,1982
CA,SAN BERNARDINO,R,"Bradley, Tom",119185,44.1,"Deukmejian, George",144096,53.3,"Scattered Write-Ins,",7117,2.6,1982
CA,SAN DIEGO,R,"Bradley, Tom",279113,44.6,"Deukmejian, George",330037,52.8,"Scattered Write-Ins,",16366,2.6,1982
CA,SAN FRANCISCO,D,"Bradley, Tom",151769,66.5,"Deukmejian, George",69478,30.4,"Scattered Write-Ins,",7087,3.1,1982
CA,SAN JOAQUIN,R,"Bradley, Tom",40002,36.6,"Deukmejian, George",65583,60.1,"Scattered Write-Ins,",3607,3.3,1982
CA,SAN LUIS OBISPO,R,"Bradley, Tom",28417,45,"Deukmejian, George",33457,52.9,"Scattered Write-Ins,",1327,2.1,1982
CA,SAN MATEO,D,"Bradley, Tom",108374,50.5,"Deukmejian, George",99527,46.4,"Scattered Write-Ins,",6768,3.2,1982
CA,SANTA BARBARA,D,"Bradley, Tom",57164,49.6,"Deukmejian, George",55682,48.3,"Scattered Write-Ins,",2357,2,1982
CA,SANTA CLARA,D,"Bradley, Tom",216781,52.9,"Deukmejian, George",180232,44,"Scattered Write-Ins,",13004,3.2,1982
CA,SANTA CRUZ,D,"Bradley, Tom",44282,57.1,"Deukmejian, George",29545,38.1,"Scattered Write-Ins,",3738,4.8,1982
CA,SHASTA,R,"Bradley, Tom",18053,38.7,"Deukmejian, George",26902,57.6,"Scattered Write-Ins,",1743,3.7,1982
CA,SIERRA,R,"Bradley, Tom",907,48,"Deukmejian, George",914,48.3,"Scattered Write-Ins,",70,3.7,1982
