"","combined_FIPS","net_dev"
"99",5033,0.00271150222526262
"100",5035,0.00845875324639256
"101",5037,0.00151527240740598
"102",5039,0.000326231877984355
"103",5041,0.000763922528826566
"104",5043,0.000524144387108794
"105",5045,0.0142327066393817
"106",5047,0.000738206080678164
"107",5049,0.000111895510877903
"108",5051,0.00855894228544736
"109",5053,0.00135131987879733
"110",5055,0.00381869612443207
"111",5057,0.00221478382359468
"112",5059,0.00196937275541118
"113",5061,0.00242638103186937
"114",5063,0.00212647056149173
"115",5065,0.000363128827611421
"116",5067,0.00108350579482051
"117",5069,0.0024505061081609
"118",5071,0.00068505155293324
"119",5073,0.000718486163938263
"120",5075,0.0012830286939304
"121",5077,0.000407077508979999
"122",5079,0.00129339314811621
"123",5081,0.00163763611212826
"124",5083,0.00242138402614548
"125",5085,0.00637684488472874
"126",5087,0.00115779608631119
"127",5089,0.000676985650517332
"128",5091,0.00748094287806217
"129",5093,0.00367759027322304
"130",5095,0.000671421965704432
"131",5097,0.000445288085551977
"132",5099,0.000607306811689641
"133",5101,6.78172149743209e-05
"134",5103,0.000513078031174188
"135",5105,0.000484825962247248
"136",5107,0.000569783155272431
"137",5109,0.000911769165563063
"138",5111,0.00113047530203655
"139",5113,0.00118631045873212
"140",5115,0.00241295948778017
"141",5117,0.000668221665066894
"142",5119,0.0271988022614723
"143",5121,0.000769404346639947
"144",5123,0.00190767536188038
"145",5125,0.0128514659126306
"146",5127,0.000758361166171284
"147",5129,4.15447769488361e-05
"148",5131,0.00914225030957586
"149",5133,0.00170598291168649
"150",5135,0.000470994204241661
"151",5137,0.000514495840575287
"152",5139,0.00327070307835419
"153",5141,0.00564699318033742
"154",5143,0.0136719426286987
"155",5145,0.00698690369966718
"156",5147,0.000309939406645532
"157",5149,0.00102799417562516
"158",6001,0.00703723226997116
"159",6003,5.69299074751079e-06
"160",6005,0.000694248393186651
"161",6007,0.00209413789830777
"162",6009,0.000133234359411549
"163",6011,0.000649478403099334
"164",6013,0.0173740583307408
"165",6015,0.000174457728872264
"166",6017,0.00361823966694274
"167",6019,0.00475269635309018
"168",6021,0.000641300652084655
"169",6023,0.000252560134569667
"170",6025,0.00467994407673216
"171",6027,3.62398492716465e-05
"172",6029,0.00607069489064505
"173",6031,0.00833658681352019
"174",6033,6.99874360015479e-05
"175",6035,-0.000173450258410294
"176",6037,0.00911382739988864
"177",6039,0.00231626851640174
"178",6041,0.0026915609336827
"179",6043,-1.78578348577173e-06
"180",6045,0.00018772164977568
"181",6047,0.00527141967635446
"182",6049,-7.29894041232061e-05
"183",6051,1.42164776638955e-05
"184",6053,0.000681806846608839
"185",6055,0.00294841811341262
"186",6057,0.000897094079928419
"187",6059,0.0218401138590015
"188",6061,0.0118637909307903
"189",6063,6.99189161267062e-05
"190",6065,0.0145420183901402
"191",6067,0.0247290893380711
"192",6069,0.000415622710121542
"193",6071,0.00239819467536263
"194",6073,0.00784209238846115
"195",6075,0.000798031951073641
"196",6077,0.0176181608926824
"197",6079,0.0027404973284603
"198",6081,0.00204193275403414
"199",6083,0.00118504188185381
"200",6085,0.00204761065303374
"201",6087,0.00125180887225976
"202",6089,0.000799175261595099
"203",6091,-9.4110759430565e-06
"204",6093,5.97935628987439e-05
"205",6095,0.0116969204773174
"206",6097,0.00270209142353345
"207",6099,0.00813423535327089
"208",6101,0.00375673166439323
"209",6103,0.000423673036952978
"210",6105,-4.23504015715087e-05
"211",6107,0.00377549181176966
"212",6109,6.2050421724115e-05
"213",6111,0.00601091485521857
"214",6113,0.0050053798049452
"215",6115,0.00511919222244706
"216",8001,0.0264267039589335
"217",8003,0.00216588394487574
"218",8005,0.0218250998033411
"219",8007,7.06869785109011e-05
"220",8009,6.0960313074121e-06
"221",8011,5.01663321537567e-05
"222",8013,0.0119831652723549
"223",8014,0.191910965159707
"224",8015,0.00169273020652172
"225",8017,4.33553262383542e-05
"226",8019,0.00145891013598146
"227",8021,6.24687547571418e-05
"228",8023,1.68810423309251e-05
"229",8025,7.66890487214136e-05
"230",8027,0.000164021011043677
"231",8029,0.000500602640774773
"232",8031,0.0445566485420066
"233",8033,9.5965230257674e-06
"234",8035,0.0339790441919876
"235",8037,0.00246124747949799
"236",8039,0.000620944315466755
"237",8041,0.0166452842859281
"238",8043,0.000879245434964232
"239",8045,0.00134546992910955
"240",8047,0.00286475069206785
"241",8049,0.00091494054834392
"242",8051,0.000190596593608111
"243",8053,2.65355938654449e-06
"244",8055,1.91054928155047e-05
"245",8057,6.53282757267191e-06
"246",8059,0.0155933877794681
"247",8061,-2.31031401987866e-05
"248",8063,0.000149254013488063
"249",8065,0.000192748790901328
"250",8067,0.000593009272827849
"251",8069,0.00881035466758229
"252",8071,0.000251974849089859
"253",8073,0.000296057124708954
"254",8075,0.000328427499755247
"255",8077,0.00253729830362502
"256",8079,1.30100255161577e-05
"257",8081,9.61491908936388e-05
"258",8083,0.000159208680965958
"259",8085,0.00127045094122655
"260",8087,0.000891776471392339
"261",8089,0.000160695412597084
"262",8091,0.000146940246887908
"263",8093,8.90892565650041e-05
"264",8095,0.000155404253466322
"265",8097,0.000209216112979378
"266",8099,0.000225764711227556
"267",8101,0.00235932198473255
"268",8103,0.000377113526762801
"269",8105,0.000165683253339377
"270",8107,0.000388443425565719
"271",8109,4.06646595600274e-05
"272",8111,4.3255555433777e-05
"273",8113,0.00048708564275594
"274",8115,0.000150170541355295
"275",8117,0.00258273636057389
"276",8119,0.000654670776421184
"277",8121,2.72433176562066e-05
"278",8123,0.00849299231116916
"279",8125,0.000168452258670328
"280",9001,0.018165729321677
"281",9003,0.0257107608462119
"282",9005,0.00263415326064931
"283",9007,0.0116777411206818
"284",9009,0.0185577380202622
"285",9011,0.00745145891246651
"286",9013,0.00829359964346701
"287",9015,0.00571334106737764
"288",10001,0.0206800276733799
"289",10003,0.0339524231292306
"290",10005,0.0219867936061113
"291",11001,0.00464066175268518
"292",12001,0.00871001040360952
"293",12003,0.00137809731504181
"294",12005,0.0105166959386461
"295",12007,0.001030416850483
"296",12009,0.0228283112528808
"297",12011,0.0130991702529995
"298",12013,0.000497406283494692
"299",12015,0.00529324099632045
"300",12017,0.00554344532690013
"301",12019,0.0195845080269442
"302",12021,0.0116553984235995
"303",12023,0.00277320131554798
"304",12027,0.002021587030639
"305",12029,0.00126325889181167
"306",12031,0.0485578249724116
"307",12033,0.0114466780660397
"308",12035,0.0123470682480298
"309",12037,0.00102975472809194
"310",12039,0.00300098998136676
"311",12041,0.000697035601609594
"312",12043,8.75992539444426e-05
"313",12045,0.00180000853685676
"314",12047,0.00107407948456156
"315",12049,0.00136223513691893
"316",12051,0.00119343109213627
"317",12053,0.0107576323789946
"318",12055,0.00172924681272635
"319",12057,0.0429247777508964
"320",12059,0.000460173963781535
"321",12061,0.0177696430685411
"322",12063,0.000976026293643045
"323",12065,0.000450879024532239
"324",12067,0.000404061675534861
"325",12069,0.0246315107830928
"326",12071,0.0455845244609954
"327",12073,0.0118708424552056
"328",12075,0.000531208259489033
"329",12077,0.00028186855483657
"330",12079,0.000528128682712528
"331",12081,0.0387107157400662
"332",12083,0.0108154086618882
"333",12085,0.00840331079276127
"334",12086,0.0146884766823852
"335",12087,0.000500127458882442
"336",12089,0.0109526992933846
"337",12091,0.00757976583264681
"338",12093,0.00182838214247644
"339",12095,0.0627408444700909
"340",12097,0.0191738514842126
"341",12099,0.0121411700073796
"342",12101,0.0417903035122525
"343",12103,0.00742603436784994
"344",12105,0.0190634268560538
"345",12107,0.000704387877578427
"346",12109,0.0453582780377036
"347",12111,0.0210878662221475
"348",12113,0.00768849035580457
"349",12115,0.0332575187784171
"350",12117,0.0296471888855679
"351",12119,0.0400124793245891
"352",12121,0.00180939802922889
"353",12123,0.000461234566926691
"354",12125,0.000638067873224291
"355",12127,0.0121366739540035
"356",12129,0.0019058470057333
"357",12131,0.00655476656635864
"358",12133,0.00277287587095608
"359",13001,0.000971647482765806
"360",13003,0.000935404450089876
"361",13005,0.00177689689713369
"362",13007,0.000235420994556403
"363",13009,0.00893443570483782
"364",13011,0.00633932314310219
"365",13013,0.0675200734206413
"366",13015,0.025375904875897
"367",13017,0.00211030099935623
"368",13019,0.00053989764889284
"369",13021,0.0300918426052748
"370",13023,0.0015592784379805
"371",13025,0.000809917993222921
"372",13027,0.000623490307947762
"373",13029,0.0101936121215227
"374",13031,0.0073164179518774
"375",13033,0.00194004895704633
"376",13035,0.0106772655582092
"377",13037,0.000205063485086976
"378",13039,0.00750848555110229
"379",13043,0.000600480651179174
"380",13045,0.0136265965605398
"381",13047,0.0307081106732374
"382",13049,0.000693787708295295
"383",13051,0.0501853381675212
"384",13053,0.00489626694733333
"385",13055,0.00185742044425478
"386",13057,0.0571573313512844
"387",13059,0.0433955807096042
"388",13061,0.000772758176776356
"389",13063,0.0783070700019411
"390",13065,0.000571553570040184
"391",13067,0.0742697739312439
"392",13069,0.00342822143570767
"393",13071,0.00440186044956735
"394",13073,0.0476495718241593
"395",13075,0.00574452068865007
"396",13077,0.0279399128760519
"397",13079,0.00126747589891989
"398",13081,0.0046117374352858
"399",13083,0.00270708077744591
"400",13085,0.0142157959423891
"401",13087,0.00205568961347743
"402",13089,0.0415978675670108
"403",13091,0.00100318014363922
"404",13093,0.000998301402853494
"405",13095,0.00650681477320589
"406",13097,0.0696831227423751
"407",13099,0.000462230363173645
"408",13101,0.000148029628659008
"409",13103,0.0144958464607788
"410",13105,0.00393404582655539
"411",13107,0.00108501318369418
"412",13109,0.000833847581857672
"413",13111,0.00350439660609807
"414",13113,0.0464753654432443
"415",13115,0.0105873872819044
"416",13117,0.11402745289571
"417",13119,0.00815732400363826
"418",13121,0.0752417776826156
"419",13123,0.00357120327191893
"420",13125,0.000152764567857858
"421",13127,0.0150433002887658
"422",13129,0.0157955494346644
"423",13131,0.00100471401529777
"424",13133,0.00346234476097737
"425",13135,0.122034432122692
"426",13137,0.0122947666571597
"427",13139,0.0500800359151708
"428",13141,0.000354684217975382
"429",13143,0.00646023338176498
"430",13145,0.00420239333418657
"431",13147,0.00826648127171106
"432",13149,0.0022476594740942
"433",13151,0.0915932774852396
"434",13153,0.0436296163230595
"435",13155,0.000421619144667505
"436",13157,0.0494391397448662
"437",13159,0.000362527498536366
"438",13161,0.00144119543075671
"439",13163,0.000819436857418532
"440",13165,0.000991149212271926
"441",13167,2.41158838406794e-05
"442",13169,0.0039974028802054
"443",13171,0.00610697450412537
"444",13173,0.00370312002631221
"445",13175,0.00377798898901145
"446",13177,0.00945168987329168
"447",13179,0.0107730429396074
"448",13181,0.00275852475104565
"449",13183,0.00485341935721845
"450",13185,0.014112704908079
"451",13187,0.0054571548799006
"452",13189,0.0049556451599241
"453",13191,0.000644937534632045
"454",13193,0.000846268584992017
"455",13195,0.00732134522620916
"456",13197,0.000310406520648433
"457",13199,0.00137797444309395
"458",13201,0.000275530698127226
"459",13205,0.00179423651757941
"460",13207,0.0067980569902196
"461",13209,0.00106681880174122
"462",13211,0.00301394724899712
"463",13213,0.00552497912871418
"464",13215,0.0419168581474742
"465",13217,0.0386976191403514
"466",13219,0.0263065102636826
"467",13221,0.00393357849836915
"468",13223,0.0642086653513472
"469",13225,0.0191429005824674
"470",13227,0.012385337561079
"471",13229,0.00213299291288541
"472",13231,0.00350309085292661
"473",13233,0.00884577553450636
"474",13235,0.000884023249868852
"475",13237,0.0028038299192796
"476",13239,0.000289740367709013
"477",13241,0.00157187935355622
"478",13243,0.00025873295749311
"479",13245,0.0201941553462506
"480",13247,0.0479706621777816
"481",13249,0.00361744883781922
"482",13251,0.000516280198909425
"483",13253,0.000516696130641203
"484",13255,0.0160765727899121
"485",13257,0.00721875666670255
"486",13259,0.000361212375557071
"487",13261,0.00145716931133361
"488",13263,4.41702381093756e-05
"489",13265,0.000192228168153237
"490",13267,0.000538090918208584
"491",13269,0.00856553092737009
"492",13271,0.00144643069613981
"493",13273,0.000869293951980703
"494",13275,0.00320375544857057
"495",13277,0.0114911285514741
"496",13279,0.00240548730047281
"497",13281,0.00477123508794833
"498",13283,0.00094691433034208
"499",13285,0.0126330853282609
"500",13287,0.00109609314691261
"501",13289,0.00111802326496739
"502",13291,0.0057074207515877
"503",13293,0.00172528893967552
"504",13295,0.00567222052373352
"505",13297,0.0285280224363073
"506",13299,0.00183457230341032
"507",13301,0.000290597443380364
"508",13303,0.00229252743629659
"509",13305,0.00146957538599732
"510",13307,0.000377473282304926
"511",13309,0.000475161137653085
"512",13311,0.00756880436875078
"513",13313,0.0138471523180997
"514",13315,0.000199468306486685
"515",13317,0.000706641545002606
"516",13319,0.00255111160636869
"517",13321,0.000618041802047886
"518",16001,0.0157692299095411
"519",16003,4.77064989289934e-06
"520",16005,0.00132442146561178
"521",16007,0.000239794088560511
"522",16009,9.98665860405534e-05
"523",16011,0.00036434393448774
"524",16013,0.000235443691012801
"525",16015,2.15416976280481e-05
"526",16017,0.000496129046969246
"527",16019,0.00292004633469792
"528",16021,9.89054290311941e-05
"529",16023,7.89878335076179e-05
"530",16025,5.67119741059444e-06
"531",16027,0.0160059836628198
"532",16029,0.000254664293269667
"533",16031,0.000330220425958073
"534",16033,2.84298675959169e-05
"535",16035,6.57496897727514e-05
"536",16037,4.57567197352424e-05
"537",16039,0.000664074018919663
"538",16041,0.000460202547795652
"539",16043,0.000291895289938521
"540",16045,0.000345538050579651
"541",16047,0.000539694099647506
"542",16049,2.3354432699079e-05
"543",16051,0.000835144116244392
"544",16053,0.0020475481386179
"545",16055,0.00690470260869693
"546",16057,0.000584355138677356
"547",16059,2.36978166981905e-05
"548",16061,8.93066078368546e-06
"549",16063,0.000102094604683014
"550",16065,0.00462316945005053
"551",16067,0.000687597633244788
"552",16069,0.000636289343290394
"553",16071,2.63399101317133e-05
"554",16073,1.28892946142257e-05
"555",16075,0.00138521705652096
"556",16077,0.000118440894761949
"557",16079,0.000103822035715379
"558",16081,0.00048086962267422
"559",16083,0.0018842996918443
"560",16085,0.000146230370099567
"561",16087,3.19213518264472e-05
"562",17001,0.00197589508214682
"563",17003,0.000328982435766741
"564",17005,0.00069993333548786
"565",17007,0.0180487199978727
"566",17009,0.00104794617421661
"567",17011,0.000927398743289433
"568",17013,0.000129324612605043
"569",17015,0.000200414420928406
"570",17017,0.000766110803596794
"571",17019,0.00551137107810505
"572",17021,0.00079483219459868
"573",17023,0.000224241496725626
"574",17025,0.000476314442390928
"575",17027,0.00201086515434959
"576",17029,0.0017325759252005
"577",17031,0.0174762347583169
"578",17033,0.000482822061214999
"579",17035,0.000257023882607225
"580",17037,0.00951592566069709
"581",17039,0.000708495843211948
"582",17041,0.000703401778407942
"583",17043,0.0206647226504603
"584",17045,0.000276203822227206
"585",17047,0.000591429821128087
"586",17049,0.00168767690506026
"587",17051,0.000332269354711631
"588",17053,0.000250968225000738
"589",17055,0.0011104471977607
"590",17057,0.000936465249600477
"591",17059,0.000113275334379243
"592",17061,0.000147362978257279
"593",17063,0.0145408342928346
"594",17065,0.000470051392140437
"595",17067,0.000593681038226435
"596",17069,0.000150189382395596
"597",17071,0.000941104110227672
"598",17073,0.00120056763340574
"599",17075,0.000389886176669373
"600",17077,0.00121908829920765
"601",17079,8.03457018606207e-05
"602",17081,0.00165965860074599
"603",17083,0.00131094195817504
"604",17085,0.00272044440654673
"605",17087,0.00059760343806315
"606",17089,0.0629288714306641
"607",17091,0.00588867871056199
"608",17093,0.0639571053361993
"609",17095,0.000589876769042805
"610",17097,0.0535799655550309
"611",17099,0.00372541413942758
"612",17101,0.000726925732145986
"613",17103,0.00131049334708662
"614",17105,0.000547596117393016
"615",17107,0.00086483220920034
"616",17109,0.00136045831830232
"617",17111,0.037765022793729
"618",17113,0.00372311548033091
"619",17115,0.00360762508140805
"620",17117,0.000629117152832245
"621",17119,0.0185369125955316
"622",17121,0.00124156886169872
"623",17123,0.000394662339938887
"624",17125,0.000791023180962344
"625",17127,0.00122329040201326
"626",17129,0.000276883546318989
"627",17131,0.0007124785876131
"628",17133,0.0053465556964202
"629",17135,0.000899006939575245
"630",17137,0.00207601985974207
"631",17139,0.000483699062116559
"632",17141,0.00467792040726366
"633",17143,0.0122866869215812
"634",17145,0.000345817975551097
"635",17147,0.000575332401815114
"636",17149,0.000209863123611223
"637",17151,5.5129581180733e-05
"638",17153,0.000343397664540696
"639",17155,0.00266609207024066
"640",17157,0.00277478743202564
"641",17159,0.000290540317571128
"642",17161,0.00528166113716183
"643",17163,0.0236734909104656
"644",17165,0.00114699185531141
"645",17167,0.00796920836315329
"646",17169,0.000598138610729396
"647",17171,0.000719631871702209
"648",17173,0.000387565915429398
"649",17175,2.06906926482342e-05
"650",17177,0.00106196534665941
"651",17179,0.00763274848513962
"652",17181,0.00028835576419297
"653",17183,0.00190730494639202
"654",17185,0.000450848189768885
"655",17187,0.000207841710781781
"656",17189,0.00176627699206391
"657",17191,0.000255157831557967
"658",17193,0.000294194533763656
"659",17195,0.00212194625837236
"660",17197,0.0858764548900593
"661",17199,0.00494536069738075
"662",17201,0.0206676885882786
"663",17203,0.00173593215845989
"664",18001,0.00256371132992469
"665",18003,0.0229537733910304
"666",18005,0.00580690436622487
"667",18007,0.000405788924919041
"668",18009,7.22732794773695e-06
"669",18011,0.015755399229115
"670",18013,0.000185249937353346
"671",18015,0.00216373903021524
"672",18017,0.00125646972400546
"673",18019,0.0200239897391317
"674",18021,0.000765530212931603
"675",18023,0.001622825781257
"676",18025,0.00149874068219782
"677",18027,0.00443132463645639
"678",18029,0.00402673205184613
"679",18031,0.00554132520785296
"680",18033,0.00462292381457889
"681",18035,0.00401169000921683
"682",18037,0.00523178459904972
"683",18039,0.0150607965762916
"684",18041,0.00119636577708945
"685",18043,0.0187280946469907
"686",18045,5.31637367009313e-05
"687",18047,0.000393594473710443
"688",18049,0.000837612996807471
"689",18051,0.00438828123347627
"690",18053,0.00316869717234491
"691",18055,0.00224295056551276
"692",18057,0.0710414739542086
"693",18059,0.0157657072913823
"694",18061,0.00149233150170752
"695",18063,0.0392622728015589
"696",18065,0.00145555853483041
"697",18067,0.0067292900274728
"698",18069,0.00127719467244689
"699",18071,0.00122126556987748
"700",18073,0.00255050087241008
"701",18075,0.00156975817306452
"702",18077,0.00144284510235625
"703",18079,0.000952217268262223
"704",18081,0.0259371571181866
"705",18083,0.00190889252449417
"706",18085,0.00482434698576835
"707",18087,0.0014382267555029
"708",18089,0.0458940893034879
"709",18091,0.00429381347534054
"710",18093,0.00155231176629664
"711",18095,0.00688819385483758
"712",18097,0.026607580960322
"713",18099,0.00254848487692488
"714",18101,0.000320264285156746
"715",18103,0.000791430761154246
"716",18105,0.00962617409846231
"717",18107,0.00126057565623779
"718",18109,0.0028825440872593
"719",18111,0.000849030860239637
"720",18113,0.00205102392715001
"721",18115,0.000947578767778214
"722",18117,0.00179671405520818
"723",18119,0.000219522374362513
"724",18121,0.000434416428572101
"725",18123,0.00152316968005534
"726",18125,0.00184941593589676
"727",18127,0.0268510709941007
"728",18129,0.00212873810724341
"729",18131,0.000490649666449308
"730",18133,0.00134381826403632
"731",18135,0.00122780928283751
"732",18137,0.00104134624845766
"733",18139,0.00119878604363452
"734",18141,0.00775891451688238
"735",18143,0.00156080178505538
"736",18145,0.00338226050858699
"737",18147,0.00415970225963721
"738",18149,0.00062556643301398
"739",18151,0.00415984306054899
"740",18153,0.00127022494604969
"741",18155,0.000656918952656668
"742",18157,0.0139272274526669
"743",18159,0.00108385377413388
"744",18161,0.000446149634539428
"745",18163,0.0251477789884947
"746",18165,0.00335168251805174
"747",18167,0.00842494303768682
"748",18169,0.00175820550071672
"749",18171,0.000365556997520312
"750",18173,0.00934070794644855
"751",18175,0.000395967706953416
"752",18177,0.00228942102770606
"753",18179,0.00338177737143038
"754",18181,0.0015570384306852
"755",18183,0.00342595196270362
"756",19001,0.000237760674979583
"757",19003,0.000162377862291035
"758",19005,0.000627808800594397
"759",19007,0.00041218743091323
"760",19009,0.000307731344915893
"761",19011,0.00126467137763811
"762",19013,0.0129303335045189
"763",19015,0.00264931086855504
"764",19017,0.00336059303049529
"765",19019,0.00150529960426054
"766",19021,0.00134670491377639
"767",19023,0.00102015117991514
"768",19025,0.0035176412563953
"769",19027,0.00125594131138281
"770",19029,0.00112181186978114
"771",19031,0.00118445269428243
"772",19033,0.00384146986045125
"773",19035,0.00067682580669063
"774",19037,0.00106694388709279
"775",19039,0.00104219979123631
"776",19041,0.000903571297296964
"777",19043,0.000421157914885381
"778",19045,0.0026919953720955
"779",19047,0.000827381117103725
"780",19049,0.0213728714680225
"781",19051,0.000236240769927343
"782",19053,0.000267432671566641
"783",19055,0.000942509857153995
"784",19057,0.00412779663801296
"785",19059,0.00328810665327576
"786",19061,0.00824853753323031
"787",19063,0.000325216326240239
"788",19065,0.000708812724795269
"789",19067,0.00123692925422541
"790",19069,0.000868806007892138
"791",19071,0.000384509828278659
"792",19073,0.000796036542222545
"793",19075,0.0012511640729127
"794",19077,0.000721063282826971
"795",19079,0.00157269782589137
"796",19081,0.000700168134502792
"797",19083,0.00165522133665175
"798",19085,0.000345467670573134
"799",19087,0.000880748240215279
"800",19089,0.000922022171391715
"801",19091,0.000675201254954544
"802",19093,0.00102006638347709
"803",19095,0.000542833874027482
"804",19097,0.00116284422119234
"805",19099,0.00163614432746632
"806",19101,0.00264432119085767
"807",19103,0.0121398909180301
"808",19105,0.0016400527020904
"809",19107,0.000202258367340606
"810",19109,0.000503837182568308
"811",19111,0.00425222086119882
"812",19113,0.0142577102041977
"813",19115,0.000930593361830649
"814",19117,0.00031041047590652
"815",19119,0.000787426921307413
"816",19121,0.000885341889053697
"817",19123,0.00160781238674021
"818",19125,0.00338642925306199
"819",19127,0.00228092935732939
"820",19129,0.00194288494343697
"821",19131,0.00164774533309434
"822",19133,0.000157005195188492
"823",19135,0.00142707365990566
"824",19137,0.00057358114621462
"825",19139,0.00398727867517545
"826",19141,0.00148255805923828
"827",19143,0.00241690727346532
"828",19145,0.000417971549762017
"829",19147,0.00095672097779443
"830",19149,0.00221098961736561
"831",19151,0.000481548620901488
"832",19153,0.0535627393940651
"833",19155,0.00477640138665687
"834",19157,0.000835690526172383
"835",19159,0.000332754674331984
"836",19161,0.00267283751469404
"837",19163,0.0156695989601168
"838",19165,0.000572930565204376
"839",19167,0.00308842010292441
"840",19169,0.00890982317797198
"841",19171,0.00121183889629892
"842",19173,0.000112091258203884
"843",19175,0.000569432782936426
"844",19177,7.03927433873403e-05
"845",19179,0.00461259671951526
"846",19181,0.00488261574958058
"847",19183,0.00116517119248661
"848",19185,0.000117532478015214
"849",19187,0.00364398945663013
"850",19189,0.000608467259404909
"851",19191,0.000763866872751866
"852",19193,0.00338106623329876
"853",19195,0.00155087348019003
"854",19197,0.00113450508465556
"855",20001,0.000753511734264786
"856",20003,0.000316146983992974
"857",20005,0.000742957554446047
"858",20007,0.00032693304015655
"859",20009,1.5395265142909e-05
"860",20011,0.000770634651898937
"861",20013,0.000350171915003465
"862",20015,0.00233951750499604
"863",20017,3.19528460339912e-05
"864",20019,4.99957106359535e-05
"865",20021,0.000821829832439287
"866",20023,0.000135967949674062
"867",20025,0.000202240759733095
"868",20027,0.000357335964662642
"869",20029,0.000263138678362689
"870",20031,0.00060554526308803
"871",20033,0.00046562079961383
"872",20035,0.000995206920011635
"873",20037,0.00117326945450048
"874",20039,7.72611328265158e-05
"875",20041,0.000576718015358586
"876",20043,0.000329638818622323
"877",20045,0.00850647941246145
"878",20047,6.68694274708337e-05
"879",20049,0.000144958919819534
"880",20051,0.00186395192002265
"881",20053,0.000114573227577998
"882",20055,0.00174861590594435
"883",20057,0.00105227447210421
"884",20059,0.00158786584534761
"885",20061,0.00762631359741002
"886",20063,0.000120415391804685
"887",20065,0.000119838130368456
"888",20067,0.0004816382301433
"889",20069,0.000410523009906835
"890",20071,0.000923388064747274
"891",20073,0.00011994909414903
"892",20075,0.000277361294988746
"893",20077,0.00105291848490738
"894",20079,0.0023002568443849
"895",20081,0.000244160894421572
"896",20083,0.000225872020348055
"897",20085,0.00048364726817085
"898",20087,7.87815431000094e-05
"899",20089,3.69334579652242e-05
"900",20091,0.064882841234006
"901",20093,2.05441514466095e-05
"902",20095,0.000408776400021939
"903",20097,0.000216898705582363
"904",20099,0.00118876628770753
"905",20101,6.36603629697828e-05
"906",20103,0.00672840368366147
"907",20105,9.06432950758054e-05
"908",20107,0.00124102919689793
"909",20109,0.00013061789163284
"910",20111,0.00071386128773672
"911",20113,0.00231476950896616
"912",20115,0.00026725172028224
"913",20117,0.000198676199624714
"914",20119,0.000132373992900517
"915",20121,0.00174676419537864
"916",20123,0.000310090830301875
"917",20125,0.0010828326790451
"918",20127,0.000133431092226459
"919",20129,8.58889335377776e-05
"920",20131,0.000539229247906579
"921",20133,0.00104556258036587
"922",20135,6.43044683749719e-05
