"","combined_FIPS","pct_pop_change","pct_white_change","pct_black_change","pct_nativeAM_change","pct_asian_change","pct_pacIslander_change","pct_other_change","pct_nonWhite_change"
"521","13277",4.98194014447884,-1.47077597506177,1.30487064038903,-0.340784389303269,0.272361835260782,-0.0121564194230935,-1.26736396297815,4.49847251729469
"522","13279",3.39970304945369,-4.89309286929012,1.0524553759784,-0.41877641146686,0.363764559404771,-0.0380705828606236,1.57731344811661,9.60590582952576
"523","13281",17.3025542374693,-2.23149632912296,1.06649567947914,0.348505865956514,-0.197793758184811,-0.0213743721278187,-0.0120776107814078,4.32697737868564
"524","13283",-2.73913043478261,2.67053442433901,-2.01856134963363,-0.246376811594203,-0.391304347826087,-0.0434782608695652,-0.268831833524454,-2.07449806612117
"525","13285",16.8909575365105,-5.9171871543781,2.76048091823813,-0.37742099049049,1.08042973825099,-0.10699352140446,0.282651941197502,10.473265291551
"526","13287",-14.5776566757493,-0.481962227265542,-0.426236128229529,-0.149544513519847,0.996785135606303,-0.0419199329281073,-0.731375799495691,2.15046915893037
"527","13289",-21.760688558331,0.345834783824928,-0.843754583388445,-0.386114626428931,-0.240638695315684,-0.0374216484236131,-0.523903077930583,3.02616091149971
"528","13291",26.4592779659071,-0.871877054990888,0.0119375548397543,0.118198360549579,0.377943465541879,-0.0229581587556678,-0.103417997348496,1.85222471531858
"529","13293",-4.93102330439794,-0.531831104186076,0.270892921581228,-0.0628539429578036,0.133921439431511,-0.0227847061420035,-0.374599286820589,1.70634046237354
"530","13295",10.655884120102,-1.84416162540139,0.336173001376361,-0.322550641641282,0.0335956501852724,-0.0698267322713175,0.118975269754611,5.33975178139687
"531","13297",42.6269085214668,-3.72678866750401,2.21588813400098,-0.495388907100893,0.516532091298223,0.0628082297731125,-0.0312603136528332,6.64320753387484
"532","13299",-0.170715325198701,-3.864398786222,1.11890937014363,0.1520869937149,0.486021544398613,-0.00830490490442177,0.915831559550612,6.26410723285932
"533","13301",-13.54068488847,-2.12504178265349,0.513156056155895,-0.329877474081056,0.642334093183993,0.0957633302647057,-0.158979571707253,4.85033248032791
"534","13303",-2.89712166032775,-0.531326367104856,-0.217122688432703,-0.267643330046485,-0.0451385303312306,-0.0939099403671879,0.091311069048419,2.65898594157294
"535","13305",11.8208243273459,-2.11693667825279,0.086984665127543,-0.470192165636337,-0.388845239076206,-0.0335395393903257,0.246397516849516,7.46919955900996
